Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Penyesuaian Proforma,Proforma Laba Bersih Dari Transaksi Restrukturisasi Entitas Sepengendali,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,153718629898.000000,-46339962514.000000,107378667384.000000,-30803768406.000000,76574898978.000000,1404990733.000000,1404990733.000000,1404990733.000000,77979889711.000000,-16306242629.000000,-16390940629.000000,84698000.000000,-16306242629.000000,61673647082.000000,-793054775.000000,,60880592307.000000,-212092500.000000,60668499807.000000,60880592307.000000,60880592307.000000,,60880592307.000000,60668499807.000000,60668499807.000000,,60668499807.000000
12M 2018,293928098413.000000,-72460718418.000000,221467379995.000000,-91945153132.000000,129522226863.000000,7499248635.000000,7499248635.000000,7499248635.000000,137021475498.000000,-27732493045.000000,-27555339045.000000,-177154000.000000,-27732493045.000000,109288982453.000000,-239927531.000000,,109049054922.000000,-387157500.000000,108661897422.000000,109049054890.000000,109049067647.000000,-12757.000000,109049054890.000000,108661897422.000000,108661910147.000000,-12725.000000,108661897422.000000
12M 2019,250246383324.000000,-104595765233.000000,145650618091.000000,-84930343599.000000,60720274492.000000,6140007742.000000,6140007742.000000,6140007742.000000,66860282234.000000,-5903568309.000000,-6022833309.000000,119265000.000000,-5903568309.000000,60956713925.000000,,,60956713925.000000,-31704750.000000,60925009175.000000,60956713925.000000,60964618745.000000,-7904820.000000,60956713925.000000,60925009175.000000,60932913995.000000,-7904820.000000,60925009175.000000
12M 2020,122365818348.000000,-102830273900.000000,19535544448.000000,-79231150802.000000,-59695606354.000000,4364874472.000000,4364874472.000000,4364874472.000000,-55330731882.000000,-3465789270.000000,-3794673960.000000,328884690.000000,-3465789270.000000,-58796521152.000000,,,-58796521152.000000,-46667850.000000,-58843189002.000000,-58796521151.000000,-56959984824.000000,-1836536327.000000,-58796521151.000000,-58843189001.000000,-57006652676.000000,-1836536325.000000,-58843189001.000000
12M 2021,255041469597.000000,-110763258073.000000,144278211524.000000,-76563990260.000000,67714221264.000000,-17262817181.000000,-17262817181.000000,-17262817181.000000,50451404083.000000,-20315255503.000000,-13388764400.000000,-6926491103.000000,-20315255503.000000,30136148580.000000,,,30136148580.000000,-443434680.000000,29692713900.000000,30136148579.000000,33670492951.000000,-3534344372.000000,30136148579.000000,29692713899.000000,33227058276.000000,-3534344377.000000,29692713899.000000
12M 2022,436858263010.000000,-129884071631.000000,306974191379.000000,-113990974423.000000,192983216956.000000,11298354969.000000,11298354969.000000,11298354969.000000,204281571925.000000,-48175847795.000000,-49359700720.000000,1183852925.000000,-48175847795.000000,156105724130.000000,,,156105724130.000000,449551440.000000,156555275570.000000,156105724128.000000,159988797132.000000,-3883073004.000000,156105724128.000000,156555275569.000000,160438348573.000000,-3883073004.000000,156555275569.000000
12M 2023,369545097756.000000,-139474605937.000000,230070491819.000000,-118260458409.000000,111810033410.000000,13273229342.000000,13273229342.000000,13273229342.000000,125083262752.000000,-29805183158.000000,-18643651840.000000,-11161531318.000000,-29805183158.000000,95278079594.000000,,,95278079594.000000,-4346955.000000,95273732639.000000,95278079594.000000,96637723853.000000,-1359644259.000000,95278079594.000000,95273732639.000000,96633376454.000000,-1359643815.000000,95273732639.000000
12M 2024,455949731677.000000,-181145099820.000000,274804631857.000000,-206805009837.000000,67999622020.000000,-17230993579.000000,-17230993579.000000,-17230993579.000000,50768628441.000000,-30216958297.000000,-18508383520.000000,-11708574777.000000,-30216958297.000000,20551670144.000000,,,20551670144.000000,823381251.000000,21375051395.000000,20551670143.000000,35465620024.000000,-14913949881.000000,20551670143.000000,21375051395.000000,36365322626.000000,-14990271231.000000,21375051395.000000
