Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Umum Dan Administrasi,Beban Penjualan,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,14014009643.000000,-9299509279.000000,4714500364.000000,-2789165950.000000,-2402606450.000000,-386559500.000000,-2789165950.000000,1925334414.000000,-125183444.000000,,-125183444.000000,1800150970.000000,-418240018.000000,-438516988.000000,20276970.000000,-418240018.000000,1381910952.000000,-39777192.000000,1342133760.000000,1381910952.000000,1381910952.000000,,1381910952.000000,1342133760.000000,1342133760.000000,,1342133760.000000
12M 2018,38552837283.000000,-21937718138.000000,16615119145.000000,-4197502140.000000,-3732373886.000000,-465128254.000000,-4197502140.000000,12417617005.000000,-189648979.000000,,-189648979.000000,12227968026.000000,-2963215158.000000,-2971735404.000000,8520246.000000,-2963215158.000000,9264752868.000000,32464273.000000,9297217141.000000,9264752868.000000,9264752868.000000,,9264752868.000000,9297217141.000000,9297217141.000000,,9297217141.000000
12M 2019,51337676973.000000,-31329572788.000000,20008104185.000000,-6834138519.000000,-5748947548.000000,-1085190971.000000,-6834138519.000000,13173965666.000000,-530536966.000000,,-530536966.000000,12643428700.000000,-3368837869.000000,-3260656754.000000,-108181115.000000,-3368837869.000000,9274590831.000000,-80784248.000000,9193806583.000000,9274590831.000000,9274590831.000000,,9274590831.000000,9193806583.000000,9193806583.000000,,9193806583.000000
12M 2020,183170680323.000000,-96460973631.000000,86709706692.000000,-17541985307.000000,-15567912543.000000,-1974072764.000000,-17541985307.000000,69167721385.000000,-2192643638.000000,-2192643638.000000,-2192643638.000000,66975077747.000000,-14288539408.000000,-15072701000.000000,784161592.000000,-14288539408.000000,52686538339.000000,-79549716.000000,52606988623.000000,52686538339.000000,52686538339.000000,,52686538339.000000,52606988623.000000,52606988623.000000,,52606988623.000000
12M 2021,302181508781.000000,-151681328238.000000,150500180543.000000,-69272815957.000000,-56194794726.000000,-13078021231.000000,-69272815957.000000,81227364586.000000,2051507278.000000,2051507278.000000,2051507278.000000,83278871864.000000,-18975366321.000000,-19223293270.000000,247926949.000000,-18975366321.000000,64303505543.000000,1502815637.000000,65806321180.000000,64303505543.000000,64303505543.000000,,64303505543.000000,65806321180.000000,65806321180.000000,,65806321180.000000
12M 2022,192886350752.000000,-97880737611.000000,95005613141.000000,-79567052225.000000,-66573513704.000000,-12993538521.000000,-79567052225.000000,15438560916.000000,1894909302.000000,1894909302.000000,1894909302.000000,17333470218.000000,-4668579990.000000,-4656189560.000000,-12390430.000000,-4668579990.000000,12664890228.000000,-4037163365.000000,8627726863.000000,12664890228.000000,12664890228.000000,,12664890228.000000,8627726863.000000,8627726863.000000,,8627726863.000000
12M 2023,145696015882.000000,-85898754075.000000,59797261807.000000,-73905300967.000000,-64160637940.000000,-9744663027.000000,-73905300967.000000,-14108039160.000000,535237366.000000,535237366.000000,535237366.000000,-13572801794.000000,-83003989.000000,-83003989.000000,,-83003989.000000,-13655805783.000000,-1181951589.000000,-14837757372.000000,-13655805783.000000,-13655805783.000000,,-13655805783.000000,-14837757372.000000,-14837757372.000000,,-14837757372.000000
12M 2024,163072125101.000000,-90237869942.000000,72834255159.000000,-70873889499.000000,-62271309793.000000,-8602579706.000000,-70873889499.000000,1960365660.000000,-1096601576.000000,-1096601576.000000,-1096601576.000000,863764084.000000,-116320310.000000,-50077940.000000,-66242370.000000,-116320310.000000,747443774.000000,-205622080.000000,541821694.000000,747443774.000000,747443774.000000,,747443774.000000,541821694.000000,541821694.000000,,541821694.000000
