Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Aset Tetap,Investasi Jangka Panjang,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembelian Aset Tetap,Utang Bank,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Berelasi,Total Utang Lain-Lain,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembelian Aset Tetap,Utang Bank,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,1303441899.000000,,4951102987.000000,4907965362.000000,43137625.000000,4951102987.000000,26808685.000000,,26808685.000000,26808685.000000,928376033.000000,,7209729604.000000,,709000000.000000,709000000.000000,709000000.000000,492977786.000000,,76437019.000000,,1278414805.000000,8488144409.000000,,,3231744337.000000,,,2544655873.000000,2544655873.000000,,18794162.000000,18794162.000000,542120256.000000,13369046.000000,,112805000.000000,,,112805000.000000,,3231744337.000000,2038031276.000000,,1757010114.000000,1757010114.000000,,,,,,,281021162.000000,2038031276.000000,5269775613.000000,,250000000.000000,28975000.000000,2979170988.000000,-39777192.000000,3218368796.000000,8488144409.000000,500.000000
12M 2018,,,1537332580.000000,,8321063876.000000,8321063876.000000,,8321063876.000000,43806791.000000,,43806791.000000,43806791.000000,1073601183.000000,160000000.000000,11135804430.000000,,4084451999.000000,4084451999.000000,4084451999.000000,9144151232.000000,,74135841.000000,,13302739072.000000,24438543502.000000,,,10778699919.000000,,,1952257222.000000,1952257222.000000,,6500000.000000,6500000.000000,3456363822.000000,139738628.000000,,5223840247.000000,,,5223840247.000000,,10778699919.000000,394257646.000000,,97762898.000000,97762898.000000,,,,,,,296494748.000000,394257646.000000,11172957565.000000,,1000000000.000000,28975000.000000,12243923856.000000,-7312919.000000,13265585937.000000,24438543502.000000,2000.000000
12M 2019,,,1393393419.000000,,7432984802.000000,7413900802.000000,19084000.000000,7432984802.000000,18335740.000000,,18335740.000000,18335740.000000,2123153737.000000,451819281.000000,11419686979.000000,,28137649529.000000,28137649529.000000,28137649529.000000,16364828874.000000,,,3300000000.000000,47802478403.000000,59222165382.000000,,,9116321145.000000,,,2035439015.000000,2035439015.000000,,1590250000.000000,1590250000.000000,4534936453.000000,393090543.000000,,169131730.000000,,393473404.000000,562605134.000000,,9116321145.000000,3646451717.000000,,200798000.000000,200798000.000000,,342509580.000000,,2584122108.000000,2926631688.000000,7117191.000000,511904838.000000,3646451717.000000,12762772862.000000,,25000000000.000000,28975000.000000,21518514686.000000,-88097167.000000,46459392519.000000,59222165381.000000,500000000.000000
12M 2020,,,16538270350.000000,,50816180667.000000,26594402532.000000,24221778135.000000,50816180667.000000,30457092762.000000,30424426236.000000,32666526.000000,30457092762.000000,5812860439.000000,1529662211.000000,105154066429.000000,,,,,20107634922.000000,,762699370.000000,6550246439.000000,27420580731.000000,132574647160.000000,,,30611947544.000000,,,15824615932.000000,15824615932.000000,,1117200000.000000,1117200000.000000,12763241833.000000,140087479.000000,,132140000.000000,,634662300.000000,766802300.000000,,30611947544.000000,2896318474.000000,,677760032.000000,677760032.000000,,237089580.000000,,1273276102.000000,1510365682.000000,,708192760.000000,2896318474.000000,33508266018.000000,,25000000000.000000,28975000.000000,74205053025.000000,-167646883.000000,99066381142.000000,132574647160.000000,1000000000.000000
12M 2021,,,44719856095.000000,6507345595.000000,41729829527.000000,16970959638.000000,24758869889.000000,41729829527.000000,32209232719.000000,31735447642.000000,473785077.000000,32209232719.000000,7759935157.000000,20937747357.000000,153863946450.000000,,,,,80360183957.000000,,1011904001.000000,6746759438.000000,88118847396.000000,241982793846.000000,,,26628338548.000000,,91837960.000000,4431780125.000000,4523618085.000000,,,,16013388584.000000,3125393703.000000,,576263100.000000,,2389675076.000000,2965938176.000000,,26628338548.000000,13554004877.000000,,6974244580.000000,6974244580.000000,,588570680.000000,,2887823970.000000,3476394650.000000,,3103365647.000000,13554004877.000000,40182343425.000000,,31250000000.000000,36706723099.000000,132508558568.000000,1335168754.000000,201800450421.000000,241982793846.000000,1250000000.000000
12M 2022,,,28010679032.000000,2542610677.000000,42421776085.000000,29908760184.000000,12513015901.000000,42421776085.000000,7032726195.000000,6779326195.000000,253400000.000000,7032726195.000000,6566943464.000000,31797775236.000000,118372510689.000000,,,,,106387090852.000000,8444500000.000000,1019942107.000000,5711850660.000000,121563383619.000000,239935894308.000000,,,10491641344.000000,,390226831.000000,2687540855.000000,3077767686.000000,,149220000.000000,149220000.000000,674834997.000000,1555704660.000000,,628019330.000000,1701441036.000000,1810884477.000000,4140344843.000000,893769158.000000,10491641344.000000,19016075680.000000,,6776245484.000000,6776245484.000000,,786682407.000000,9357925623.000000,409037518.000000,10553645548.000000,,1686184648.000000,19016075680.000000,29507717024.000000,,31250000000.000000,36706723099.000000,145173448796.000000,-2701994611.000000,210428177284.000000,239935894308.000000,1250000000.000000
12M 2023,,,10244906393.000000,1695879297.000000,38280328817.000000,28551158922.000000,9729169895.000000,38280328817.000000,6972036974.000000,6779326195.000000,192710779.000000,6972036974.000000,5141949097.000000,25470346684.000000,87805447262.000000,,,,,140442500578.000000,12950500000.000000,1031487409.000000,29245200737.000000,183669688724.000000,271475135986.000000,,,14444206959.000000,,345752990.000000,5744214977.000000,6089967967.000000,,,,268872790.000000,3178438986.000000,,545722830.000000,,3709670340.000000,4255393170.000000,651534046.000000,14444206959.000000,61440509115.000000,,6775741210.000000,6775741210.000000,,1504571370.000000,30000000000.000000,21004327116.000000,52508898486.000000,,2155869419.000000,61440509115.000000,75884716074.000000,,31250000000.000000,36706723099.000000,131517643013.000000,-3883946200.000000,195590419912.000000,271475135986.000000,1250000000.000000
12M 2024,,,4209109917.000000,959585884.000000,41810136115.000000,29548371579.000000,12261764536.000000,41810136115.000000,7079207420.000000,6902429890.000000,176777530.000000,7079207420.000000,5043165102.000000,19507083976.000000,78608288414.000000,,,,,178936819501.000000,12950500000.000000,815568510.000000,28711080915.000000,221413968926.000000,300022257340.000000,,,21606298878.000000,,300312578.000000,9250229272.000000,9550541850.000000,,246335000.000000,246335000.000000,255120552.000000,4115575775.000000,,526258581.000000,152083333.000000,5012192415.000000,5690534329.000000,1748191372.000000,21606298878.000000,82283716856.000000,,6775741210.000000,6775741210.000000,,1178252656.000000,44816666667.000000,20401087099.000000,66396006422.000000,,9111969224.000000,82283716856.000000,103890015734.000000,,31250000000.000000,36706723099.000000,132265086787.000000,-4089568280.000000,196132241606.000000,300022257340.000000,1250000000.000000
