Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2017,0.00,6436737.59,0.00,6436737.59,0 B,,0 B,(1 B),4 B
12M 2018,0.00,6632792.97,0.00,6632792.97,5 B,,5 B,4 B,0 B
12M 2019,0.00,92.92,0.00,92.92,0 B,0 B,1 B,(1 B),2 B
12M 2020,0.00,99.07,0.00,99.07,0 B,0 B,0 B,(16 B),75 B
12M 2021,4.61,161.44,4.61,161.44,1 B,1 B,1 B,(44 B),127 B
12M 2022,1.45,168.34,1.45,168.34,2 B,10 B,12 B,(16 B),108 B
12M 2023,1.57,156.47,1.57,156.47,1 B,32 B,32 B,22 B,73 B
12M 2024,1.24,156.91,1.24,156.91,1 B,46 B,47 B,42 B,57 B
