Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,7 B,(0 B),7 B,38506.98
12M 2022,37 B,(3 B),34 B,196220.51
12M 2023,88 B,(10 B),77 B,436036.23
12M 2024,18 B,(305 B),(287 B),-14.73
