Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Investasi Pada Entitas Asosiasi,Aset Pajak Tangguhan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Utang Bank,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Utang Bank,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2021,,,15025173375.000000,1851478638.000000,662285945.000000,1189192693.000000,1851478638.000000,113153255135.000000,51905663371.000000,61247591764.000000,113153255135.000000,2733672385.000000,6655868253.000000,139419447786.000000,,10336869585.000000,6335338006.000000,400927462903.000000,4383267333.000000,421982937827.000000,561402385613.000000,,,191275318633.000000,,3329362570.000000,3329362570.000000,,72208575285.000000,30430119893.000000,102638695178.000000,9053825463.000000,12734511426.000000,,90884590.000000,,90884590.000000,63428039406.000000,191275318633.000000,32961286986.000000,,,,,,32961286986.000000,32961286986.000000,224236605619.000000,,87843000000.000000,,244004902173.000000,,244004902173.000000,244004902173.000000,470431464.000000,4847446357.000000,337165779994.000000,561402385613.000000,175686.000000
12M 2022,,,39188816231.000000,2124057484.000000,431565307.000000,1692492177.000000,2124057484.000000,142518774334.000000,80183711289.000000,62335063045.000000,142518774334.000000,2919581801.000000,9432070041.000000,196183299891.000000,,25810334813.000000,2373608204.000000,390402456650.000000,10771958333.000000,429358358000.000000,625541657891.000000,,,234947071438.000000,,2999586345.000000,2999586345.000000,,71610272969.000000,75265218641.000000,146875491610.000000,9561907687.000000,12047257778.000000,,36141783.000000,,36141783.000000,63426686235.000000,234947071438.000000,29729974095.000000,,,,,,29729974095.000000,29729974095.000000,264677045533.000000,,87843000000.000000,,269538403381.000000,,269538403381.000000,269538403381.000000,470583375.000000,3012625602.000000,360864612358.000000,625541657891.000000,175686.000000
12M 2023,,,74796821672.000000,1829199758.000000,180016174.000000,1649183584.000000,1829199758.000000,136361523228.000000,135809909891.000000,551613337.000000,136361523228.000000,21865486369.000000,21408066697.000000,256261097724.000000,,446933730785.000000,2743662104.000000,7042991389708.000000,15610476933.000000,7508279259530.000000,7764540357254.000000,,,153281865948.000000,,2807357875.000000,2807357875.000000,,27793635658.000000,76787998602.000000,104581634260.000000,22037233042.000000,9764504310.000000,,601425208.000000,,601425208.000000,13489711253.000000,153281865948.000000,29515674771.000000,,106798053.000000,,106798053.000000,,29408876718.000000,29515674771.000000,182797540719.000000,,88419000000.000000,,39356164274.000000,17683800000.000000,21672364274.000000,39356164274.000000,492922672.000000,7453474729589.000000,7581742816535.000000,7764540357254.000000,176838.000000
12M 2024,,,554024121034.0,572662514.0,308126422.0,264536092.0,572662514.0,177451243701.0,176145743101.0,1305500600.0,177451243701.0,674037378992.0,20230869679.0,1426316275920.0,,436864641784.0,2774704863.0,6752148604957.0,19394904959.0,7211182856563.0,8637499132483.0,,,161451166496.0,,5118283516.0,5118283516.0,,32374436908.0,1695772165.0,34070209073.0,6114130977.0,11335427392.0,,3803723290.0,8309594263.0,12113317553.0,92699797985.0,161451166496.0,495260554736.0,,3452079540.0,435048300892.0,438500380432.0,26904520855.0,29855653449.0,495260554736.0,656711721232.0,,487169000000.0,322527680001.0,587606319037.0,17683800000.0,569922519037.0,587606319037.0,493219380.0,6582991192833.0,7980787411251.0,8637499132483.0,19486760000.0
