Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2021,72658242193.0,-39961672673.0,32696569520.0,-33201840595.0,-867385561.0,-32334455034.0,-33201840595.0,-505271075.0,315674861.0,781030071.0,-66153029.0,-399202181.0,315674861.0,-189596214.0,157592854.0,-1548930154.0,1706523008.0,157592854.0,-32003360.0,-32003360.0,1409828812.0,1409828812.0,1409828812.0,1377825452.0,-32003360.0,-32041004.0,37644.0,-32003360.0,1377825452.0,1377780931.0,44521.0,1377825452.0
12M 2022,111630826260.0,-46120193253.0,65510633007.0,-33245692149.0,-881573946.0,-32364118203.0,-33245692149.0,32264940858.0,1168004821.0,1264341086.0,-118082568.0,21746303.0,1168004821.0,33432945679.0,-7899297915.0,-4172574534.0,-3726723381.0,-7899297915.0,25533647764.0,25533647764.0,-1834815400.0,-1834815400.0,-1834815400.0,23698832364.0,25533647764.0,25533501208.0,146556.0,25533647764.0,23698832364.0,23698680453.0,151911.0,23698832364.0
12M 2023,177582018034.0,-65139719812.0,112442298222.0,-40993989095.0,-1275939386.0,-39718049709.0,-40993989095.0,71448309127.0,-1586980294.0,1664105553.0,-104419377.0,-3146666470.0,-1586980294.0,69861328833.0,-9684814785.0,-10082102030.0,397287245.0,-9684814785.0,60176514048.0,60176514048.0,7100483990129.0,7100483990129.0,7100483990129.0,7160660504177.0,60176514048.0,60176060893.0,453155.0,60176514048.0,7160660504177.0,7160638164880.0,22339297.0,7160660504177.0
12M 2024,197993814652.0,-78273268303.0,119720546349.0,-47251374625.0,-5399288326.0,-41852086299.0,-47251374625.0,72469171724.0,5556757336.0,1868989021.0,-1865640576.0,5553408891.0,5556757336.0,78025929060.0,-10450528200.0,-9685364357.0,-765163843.0,-10450528200.0,67575400860.0,67575400860.0,-39808486145.0,-39808486145.0,-39808486145.0,27766914715.0,67575400860.0,67574993523.0,407337.0,67575400860.0,27766914715.0,27766618007.0,296708.0,27766914715.0
