Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2021,,,,,,,,,,,,,-1.4,,0.73
12M 2022,6.5,22.37,25.04,3.83,56.16,,16.32,,0.28,,0.19,,-2.88,,0.84
12M 2023,4.06,69.44,16.27,57.23,89.84,,5.26,,0.05,,0.04,,1.72,,1.67
12M 2024,2.21,1622.55,18.48,1606.28,164.87,280.06,0.22,0.21,0.03,0.03,0.02,0.02,0.16,0.16,8.83
