Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Laba (Rugi) Selisih Kurs,Beban Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2015,118260140704.0,-81280912404.0,36979228300.0,-5619525492.0,-5619525492.0,-5619525492.0,31359702808.0,-29698311319.0,1006062780.0,-30779722250.0,75348151.0,-29698311319.0,1661391489.0,-1275438361.0,-1383697713.0,108259352.0,-1275438361.0,385953128.0,345864710.0,731817838.0,385953128.0,417110307.0,-31157179.0,385953128.0,731817838.0,609388219.0,122429619.0,731817838.0
12M 2016,104109821503.0,-71880722732.0,32229098771.0,-6030027124.0,-6030027124.0,-6030027124.0,26199071647.0,-24283589741.0,275364597.0,-24571993369.0,13039031.0,-24283589741.0,1915481906.0,-1054706172.0,-1106450125.0,51743953.0,-1054706172.0,860775734.0,-48269639.0,812506095.0,860775733.0,801355113.0,59420620.0,860775733.0,812506093.0,835471590.0,-22965497.0,812506093.0
12M 2017,103245048266.0,-71817530038.0,31427518228.0,-4541435026.0,-4541435026.0,-4541435026.0,26886083202.0,-25346655080.0,157633306.0,-25533024512.0,28736126.0,-25346655080.0,1539428122.0,-477304066.0,-625671250.0,148367184.0,-477304066.0,1062124056.0,174383418.0,1236507474.0,1062124056.0,635385637.0,426738419.0,1062124056.0,1236507474.0,672583241.0,563924233.0,1236507474.0
12M 2018,103498145906.0,-73406571770.0,30091574136.0,-5245232417.0,-5245232417.0,-5245232417.0,24846341719.0,-24092268131.0,-648646555.0,-25911411506.0,2467789930.0,-24092268131.0,754073588.0,-247549814.0,-331111000.0,83561186.0,-247549814.0,506523774.0,183229987.0,689753761.0,506523774.0,401012884.0,105510890.0,506523774.0,689753761.0,509547707.0,180206054.0,689753761.0
12M 2019,108096395863.0,-77060775373.0,31035620490.0,-7998635346.0,-7998635346.0,-7998635346.0,23036985144.0,-22163671309.0,-418725595.0,-24398796728.0,2653851014.0,-22163671309.0,873313835.0,-196338580.0,-258924594.0,62586014.0,-196338580.0,676975255.0,109044107.0,786019362.0,676975255.0,577070603.0,99904652.0,676975255.0,786019362.0,653844294.0,132175068.0,786019362.0
