Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Total Utang Usaha,Beban Akrual,Utang Pajak,Utang Lain-Lain,Pihak Ketiga,Total Utang Lain-Lain,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Adjustment,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2015,,,2116279585.000000,26197058195.000000,26197058195.000000,26197058195.000000,2404783446.000000,2404783446.000000,2404783446.000000,50916708614.000000,45652592646.000000,127287422486.000000,,5670825640.000000,327374018080.000000,207116000.000000,333251959720.000000,460539382206.000000,,,213482744910.000000,212536336940.000000,,500065360.000000,500065360.000000,44563326.000000,84118122.000000,,317661162.000000,317661162.000000,213482744910.000000,4082322558.000000,4082322558.000000,4082322558.000000,217565067468.000000,,107746000000.000000,154920000.000000,24075361801.000000,600000000.000000,23475361801.000000,24075361801.000000,110998032938.000000,,242974314739.000000,460539382207.000000,75422200.000000
12M 2016,,,3191642949.000000,24488887846.000000,24488887846.000000,24488887846.000000,437329052.000000,437329052.000000,437329052.000000,48647675737.000000,42937907929.000000,119703443513.000000,,5722569593.000000,307293251267.000000,193916000.000000,313209736860.000000,432913180373.000000,,,184553791533.000000,183208307121.000000,,829073537.000000,829073537.000000,189694567.000000,204801552.000000,,121914756.000000,121914756.000000,184553791533.000000,4337568007.000000,4337568007.000000,4337568007.000000,188891359540.000000,,107746000000.000000,389920000.000000,24851412771.000000,600000000.000000,24251412771.000000,24851412771.000000,111034488061.000000,,244021820832.000000,432913180372.000000,75422200.000000
12M 2017,,,2730492864.000000,27899868813.000000,27899868813.000000,27899868813.000000,86000000.000000,86000000.000000,86000000.000000,55946019924.000000,46160573059.000000,132822954660.000000,,5870936776.000000,287690731442.000000,,293561668218.000000,426384622878.000000,,,179729679061.000000,178452040958.000000,,725823533.000000,725823533.000000,68706947.000000,269809280.000000,,213298343.000000,213298343.000000,179729679061.000000,1396615511.000000,1396615511.000000,1396615511.000000,181126294572.000000,,107746000000.000000,389920000.000000,25523996012.000000,600000000.000000,24923996012.000000,25523996012.000000,111598412294.000000,,245258328306.000000,426384622878.000000,75422200.000000
12M 2018,,,1141687408.000000,31434147919.000000,31434147919.000000,31434147919.000000,34000000.000000,34000000.000000,34000000.000000,65403493843.000000,47752602831.000000,145765932001.000000,,5954497962.000000,267981219184.000000,,273935717146.000000,419701649147.000000,,,172205936809.000000,171502735660.000000,,177335883.000000,177335883.000000,33226591.000000,321482746.000000,,171155929.000000,171155929.000000,172205936809.000000,1547630271.000000,1547630271.000000,1547630271.000000,173753567080.000000,,107746000000.000000,389920000.000000,26033543719.000000,600000000.000000,25433543719.000000,26033543719.000000,111778618348.000000,,245948082067.000000,419701649147.000000,75422200.000000
12M 2019,,,2760157172.000000,36086881956.000000,36086881956.000000,36086881956.000000,158500000.000000,158500000.000000,158500000.000000,68938493843.000000,55502442717.000000,163446475688.000000,,6017083976.000000,248271706926.000000,,254288790902.000000,417735266590.000000,,,169203190836.000000,167973610818.000000,,859813979.000000,859813979.000000,41202100.000000,242751246.000000,,85812693.000000,85812693.000000,169203190836.000000,1797974325.000000,1797974325.000000,1797974325.000000,171001165161.000000,,107746000000.000000,389920000.000000,26687388013.000000,600000000.000000,26087388013.000000,26687388013.000000,111910793416.000000,,246734101429.000000,417735266590.000000,75422200.000000
