Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2011,3.11,224.84,3.11,224.84,15 B,22 B,7 B,(117 B),158 B
12M 2012,2.15,181.06,2.15,181.06,15 B,7 B,22 B,3 B,107 B
12M 2013,2.32,150.72,2.32,150.72,7 B,0 B,7 B,5 B,80 B
12M 2014,2.42,109.25,3.92,67.29,248 B,762 B,"1,010 B",973 B,282 B
12M 2015,2.41,98.85,3.98,59.75,"1,026 B",68 B,"1,094 B","1,071 B",(386 B)
12M 2016,4.31,78.94,7.34,46.30,209 B,833 B,"1,042 B","1,031 B",249 B
12M 2017,5.88,81.95,8.96,53.81,241 B,102 B,343 B,301 B,43 B
12M 2018,8.48,76.68,12.42,52.32,95 B,617 B,712 B,620 B,286 B
12M 2019,0.81,61.92,1.26,39.69,143 B,549 B,693 B,686 B,33 B
12M 2020,1.40,35.80,3.71,13.46,146 B,400 B,545 B,525 B,(172 B)
12M 2021,2.94,17.00,-81.97,-0.61,547 B,,547 B,512 B,(545 B)
12M 2022,3.19,15.65,-28.09,-1.78,541 B,,541 B,530 B,(536 B)
12M 2023,5.59,8.95,-6.03,-8.29,539 B,,539 B,528 B,(578 B)
12M 2024,31.45,1.59,-3.19,-15.65,546 B,,546 B,533 B,(584 B)
