Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,1.11,,5.52
12M 2021,4.83,,21.9,,75.64,88.17,,,3.25,3.32,0.71,0.63,0.88,0.88,9.88
12M 2022,12.05,,12.0,,30.28,29.84,,,4.03,4.2,0.72,0.69,0.89,0.89,11.15
12M 2023,27.26,,3.94,,13.39,14.61,,,4.74,4.85,0.69,0.68,0.93,0.93,10.95
12M 2024,23.68,,0.55,,15.41,16.79,,,7.96,8.3,0.96,0.95,1.96,1.96,6.43
