Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,(7 B),(8 B),(15 B),-30124834.16
12M 2022,399 B,(65 B),334 B,655841716.66
12M 2023,342 B,"(1,179 B)",(837 B),-697623405.79
12M 2024,38 B,(60 B),(21 B),-10.60
