Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,2.96,2.33,0.59,2.24,0.0,0.0,0.1,0.26,0.69
12M 2022,6.02,5.13,0.27,2.07,0.0,0.0,-0.21,0.13,0.33
12M 2023,3.83,3.49,1.45,3.43,0.0,0.0,0.99,0.42,1.63
12M 2024,4.79,4.54,1.22,3.25,0.0,0.0,0.76,0.38,1.36
