Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2021,,,,,,,,,,,,,7.87,,2.96
12M 2022,19.77,8.62,,28.39,18.46,,42.35,,122.54,,6.46,,7.24,,6.02
12M 2023,25.68,7.34,,33.02,14.22,,49.75,,10.25,,3.47,,7.4,,3.83
12M 2024,37.07,5.6,,42.67,9.85,,65.21,,5.83,,2.48,,4.32,,4.79
