Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Beban Umum Dan Administrasi,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Others,Total Beban Keuangan,Laba (Rugi) Atas Penjualan Aset Tetap,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Final,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,93213324000.000000,-35815672000.000000,57397652000.000000,-5841231000.000000,-5841231000.000000,,-5841231000.000000,51556421000.000000,-9048796000.000000,765916000.000000,-13604626000.000000,,-13604626000.000000,4411958000.000000,-622044000.000000,-9048796000.000000,42507625000.000000,-5817253000.000000,,,,-5817253000.000000,36690372000.000000,203173000.000000,36893545000.000000,36690372000.000000,36690372000.000000,,36690372000.000000,36893545000.000000,36893545000.000000,,36893545000.000000
12M 2018,108699906000.000000,-23419229000.000000,85280677000.000000,-11392100000.000000,-11392100000.000000,,-11392100000.000000,73888577000.000000,-12531787000.000000,898154000.000000,-10093908000.000000,,-10093908000.000000,,-3336033000.000000,-12531787000.000000,61356790000.000000,-11933488000.000000,,,,-11933488000.000000,49423302000.000000,20312251000.000000,69735553000.000000,49423302000.000000,49423302000.000000,,49423302000.000000,69735553000.000000,69735553000.000000,,69735553000.000000
12M 2019,115935417000.000000,-22558554000.000000,93376863000.000000,-13197859000.000000,-11696467000.000000,-1501392000.000000,-13197859000.000000,80179004000.000000,-6999486000.000000,228447000.000000,-3232362000.000000,,-3232362000.000000,,-3995571000.000000,-6999486000.000000,73179518000.000000,-9670284000.000000,,,,-9670284000.000000,63509234000.000000,153067426000.000000,216576660000.000000,63509234000.000000,63509245000.000000,-11000.000000,63509234000.000000,216576660000.000000,216576671000.000000,-11000.000000,216576660000.000000
12M 2020,143056438000.000000,-29580907000.000000,113475531000.000000,-13014845000.000000,-12199753000.000000,-815092000.000000,-13014845000.000000,100460686000.000000,-15281792000.000000,219043000.000000,-8324674000.000000,,-8324674000.000000,,-7176161000.000000,-15281792000.000000,85178894000.000000,-7426055000.000000,,,,-7426055000.000000,77752839000.000000,1784877000.000000,79537716000.000000,77752839000.000000,77752868000.000000,-29000.000000,77752839000.000000,79537716000.000000,79537745000.000000,-29000.000000,79537716000.000000
12M 2021,164920511000.000000,-31947782000.000000,132972729000.000000,-14515600000.000000,-14515600000.000000,,-14515600000.000000,118457129000.000000,-22994792000.000000,140051000.000000,-11693500000.000000,,-11693500000.000000,,-11441343000.000000,-22994792000.000000,95462337000.000000,-5606506000.000000,,,,-5606506000.000000,89855831000.000000,-13182683000.000000,76673148000.000000,89855831000.000000,89855865000.000000,-34000.000000,89855831000.000000,76673148000.000000,76673182000.000000,-34000.000000,76673148000.000000
12M 2022,186301175000.000000,-46731040000.000000,139570135000.000000,-16315465000.000000,-16315465000.000000,,-16315465000.000000,123254670000.000000,-25696031000.000000,118283000.000000,-10586460000.000000,-2766226000.000000,-10586460000.000000,,-15227854000.000000,-25696031000.000000,94792413000.000000,-4064301000.000000,,,,-4064301000.000000,90728112000.000000,26075145000.000000,116803257000.000000,90728112000.000000,90728112000.000000,,90728112000.000000,116803257000.000000,116803257000.000000,,116803257000.000000
12M 2023,203637725000.000000,-48656633000.000000,154981092000.000000,-17388262000.000000,-17388262000.000000,,-17388262000.000000,137592830000.000000,-33010093000.000000,349149000.000000,,-23068504000.000000,-23068504000.000000,,-10290738000.000000,-33010093000.000000,104582737000.000000,-4355958000.000000,-4233040000.000000,-122918000.000000,,-4355958000.000000,100226779000.000000,2647100000.000000,102873879000.000000,100226779000.000000,100226827000.000000,-48000.000000,100226779000.000000,102873879000.000000,102873927000.000000,-48000.000000,102873879000.000000
12M 2024,211679065000.000000,-49033820000.000000,162645245000.000000,-20702333000.000000,-20702333000.000000,,-20702333000.000000,141942912000.000000,-52313030000.000000,1607520000.000000,,-32999297000.000000,-32999297000.000000,,-20921253000.000000,-52313030000.000000,89629882000.000000,-3228198000.000000,-2989656000.000000,-238542000.000000,,-3228198000.000000,86401684000.000000,21738935000.000000,108140619000.000000,86401684000.000000,84827465000.000000,1574219000.000000,86401684000.000000,108140619000.000000,106566400000.000000,1574219000.000000,108140619000.000000
