Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,35 B,(89 B),(54 B),-136.96
12M 2018,(22 B),(53 B),(75 B),-136.72
12M 2019,98 B,(107 B),(9 B),-16.13
12M 2020,112 B,(69 B),43 B,77.33
12M 2021,139 B,(165 B),(26 B),-47.79
12M 2022,137 B,(106 B),31 B,56.19
12M 2023,150 B,(90 B),59 B,107.87
12M 2024,142 B,,65 B,118.35
