Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Pajak Tangguhan,Aset Tetap,Aset Tak Berwujud,Goodwill,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Pajak Tangguhan,Utang Sewa Pembiayaan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,27526176000.000000,13039144000.000000,,,9512484000.000000,50077804000.000000,,994096000.000000,336326777000.000000,,,35915092000.000000,373235965000.000000,423313769000.000000,,,157162096000.000000,73673994000.000000,,7878411000.000000,388122000.000000,,42326507000.000000,42326507000.000000,32895062000.000000,157162096000.000000,116664486000.000000,,,,115379245000.000000,115379245000.000000,1285241000.000000,116664486000.000000,273826582000.000000,,39711800000.000000,2961807000.000000,106549089000.000000,,106549089000.000000,106549089000.000000,,264491000.000000,149487187000.000000,423313769000.000000,397118000.000000
12M 2018,,,7696048000.000000,25460924000.000000,94371000.000000,,12703667000.000000,45955010000.000000,,221123000.000000,402573820000.000000,,,36406809000.000000,439201752000.000000,485156762000.000000,,,63527586000.000000,7281676000.000000,,4745679000.000000,126247000.000000,,11647785000.000000,11647785000.000000,39726199000.000000,63527586000.000000,29472212000.000000,,,,28587720000.000000,28587720000.000000,884492000.000000,29472212000.000000,92999798000.000000,,55000000000.000000,160595331000.000000,154652617000.000000,50000000.000000,154602617000.000000,154652617000.000000,12500000.000000,21896516000.000000,392156964000.000000,485156762000.000000,550000000.000000
12M 2019,,,14029494000.000000,9989134000.000000,285954000.000000,,17580906000.000000,41885488000.000000,,236574000.000000,658064305000.000000,,,40246870000.000000,698547749000.000000,740433237000.000000,,,62828314000.000000,18954403000.000000,45455000.000000,2079966000.000000,709777000.000000,,,,41038713000.000000,62828314000.000000,76296298000.000000,,,,75350000000.000000,75350000000.000000,946298000.000000,76296298000.000000,139124612000.000000,,55000000000.000000,160595331000.000000,210736862000.000000,50000000.000000,210686862000.000000,210736862000.000000,12489000.000000,174963943000.000000,601308625000.000000,740433237000.000000,550000000.000000
12M 2020,,,14857349000.000000,15613750000.000000,140528000.000000,,6650894000.000000,37262521000.000000,,318385000.000000,723989944000.000000,,,66057736000.000000,790366065000.000000,827628586000.000000,,,112293182000.000000,19857513000.000000,,4285456000.000000,3305134000.000000,,31851210000.000000,31851210000.000000,52993869000.000000,112293182000.000000,45489063000.000000,,14970897000.000000,,29200000000.000000,29200000000.000000,1318166000.000000,45489063000.000000,157782245000.000000,,55000000000.000000,160595331000.000000,277489730000.000000,550000000.000000,276939730000.000000,277489730000.000000,12460000.000000,176748820000.000000,669846341000.000000,827628586000.000000,550000000.000000
12M 2021,,,51910375000.000000,18296712000.000000,94926000.000000,,5556657000.000000,75858670000.000000,,,863949609000.000000,,,81670323000.000000,945619932000.000000,1021478602000.000000,,,250140903000.000000,31178133000.000000,,2068010000.000000,7445302000.000000,,148884932000.000000,148884932000.000000,60564526000.000000,250140903000.000000,52318210000.000000,,20923589000.000000,,30000000000.000000,30000000000.000000,1394621000.000000,52318210000.000000,302459113000.000000,,55000000000.000000,160595331000.000000,339845595000.000000,1000000000.000000,338845595000.000000,339845595000.000000,12426000.000000,163566137000.000000,719019489000.000000,1021478602000.000000,550000000.000000
12M 2022,,,73601054000.000000,21431946000.000000,45234000.000000,,1455558000.000000,96533792000.000000,,,967982005000.000000,,,92107014000.000000,1060089019000.000000,1156622811000.000000,,,306363017000.000000,19983266000.000000,,3214636000.000000,6837801000.000000,,206279762000.000000,206279762000.000000,70047552000.000000,306363017000.000000,69449474000.000000,,15619562000.000000,,50050000000.000000,50050000000.000000,3779912000.000000,69449474000.000000,375812491000.000000,,55000000000.000000,160595331000.000000,376461512000.000000,1500000000.000000,374961512000.000000,376461512000.000000,,188753477000.000000,780810320000.000000,1156622811000.000000,550000000.000000
12M 2023,,,87060507000.000000,29358797000.000000,1640000.000000,,9352237000.000000,125773181000.000000,,30842000.000000,1094618790000.000000,21543655000.000000,,117181111000.000000,1233374398000.000000,1359147579000.000000,,,403995326000.000000,30395788000.000000,3095800000.000000,6717041000.000000,5862258000.000000,,286873581000.000000,286873581000.000000,71050858000.000000,403995326000.000000,120107332000.000000,153760000.000000,19342902000.000000,,96030932000.000000,96030932000.000000,4579738000.000000,120107332000.000000,524102658000.000000,,55000000000.000000,160595331000.000000,406801429000.000000,2000000000.000000,404801429000.000000,406801429000.000000,21760674000.000000,190887487000.000000,835044921000.000000,1359147579000.000000,550000000.000000
12M 2024,,,90295347000.000000,28180542000.000000,63925000.000000,,5447236000.000000,123987050000.000000,,,1153837815000.000000,19095064000.000000,,130519495000.000000,1303452374000.000000,1427439424000.000000,,,418138397000.000000,16113411000.000000,2034917000.000000,4474690000.000000,6261781000.000000,,324021398000.000000,324021398000.000000,65232200000.000000,418138397000.000000,162490488000.000000,361460000.000000,9747734000.000000,,147866703000.000000,147866703000.000000,4514591000.000000,162490488000.000000,580628885000.000000,,55000000000.000000,160595331000.000000,416295158000.000000,2500000000.000000,413795158000.000000,416295158000.000000,15814974000.000000,199105076000.000000,846810539000.000000,1427439424000.000000,550000000.000000
