Period,Aset,Aset Lancar,Kas Dan Setara Kas,Investasi Jangka Pendek,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Piutang Retensi,Pihak Berelasi,Pihak Ketiga,Total Piutang Retensi,Tagihan Bruto Kepada Pemberi Kerja,Pihak Berelasi,Pihak Ketiga,Total Tagihan Bruto Kepada Pemberi Kerja,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Properti Investasi,Investasi Pada Entitas Pengendalian Bersama,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Pajak,Beban Akrual,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Utang Bank,Dana Syirkah Temporer,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Utang Bank,Dana Syirkah Temporer,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,,419048419524.000000,,497799993497.000000,497799993497.000000,,497799993497.000000,,,,,196543417704.000000,,,196543417704.000000,595299661884.000000,,,595299661884.000000,30284756180.000000,408033141784.000000,2147009390573.000000,,402643290820.000000,15724408475.000000,,230053844920.000000,648421544215.000000,2795430934788.000000,,,1831676430677.000000,,181116152123.000000,,181116152123.000000,25780032176.000000,383880768399.000000,,736188000.000000,523554436859.000000,419776000000.000000,944066624859.000000,296832853120.000000,1831676430677.000000,328843023026.000000,,,,,,833782000.000000,191303786026.000000,129789000000.000000,321926568026.000000,6916455000.000000,328843023026.000000,2160519453703.000000,,500000000000.000000,134911481085.000000,200000000.000000,134711481085.000000,134911481085.000000,,,634911481085.000000,2795430934788.000000,5000000000.000000
12M 2017,,,411678473535.000000,5000000000.000000,326100793722.000000,326100793722.000000,,326100793722.000000,,,,,243068773079.000000,,,243068773079.000000,1194656977233.000000,,,1194656977233.000000,34657938875.000000,714093915177.000000,2929256871621.000000,,386413221195.000000,15724408475.000000,,446645286528.000000,848782916198.000000,3778039787819.000000,,,2299746769909.000000,,362039253575.000000,,362039253575.000000,1452364129.000000,691564677838.000000,,625284238.000000,432399005240.000000,517129433113.000000,950153722591.000000,294536751776.000000,2299746769909.000000,138552255857.000000,,,,,,,129707142857.000000,,129707142857.000000,8845113000.000000,138552255857.000000,2438299025766.000000,,666600000000.000000,340627065748.000000,200000000.000000,340427065748.000000,340627065748.000000,,332513696305.000000,1339740762053.000000,3778039787819.000000,6666000000.000000
12M 2018,,,177068698664.000000,,232833660889.000000,232833660889.000000,,232833660889.000000,,,,,263167441417.000000,2181818182.000000,260985623235.000000,263167441417.000000,1093315519383.000000,37965800000.000000,1055349719383.000000,1093315519383.000000,15395046508.000000,756073016683.000000,2537853383544.000000,,365500854466.000000,69724408475.000000,195751887743.000000,205755695017.000000,836732845701.000000,3374586229245.000000,,,1739558731651.000000,,212538021344.000000,10791000000.000000,223329021344.000000,2246182740.000000,396580925690.000000,,,547774861500.000000,326162000000.000000,873936861500.000000,243465740377.000000,1739558731651.000000,265893259000.000000,,,,,,,,254411000000.000000,254411000000.000000,11482259000.000000,265893259000.000000,2005451990651.000000,,666600000000.000000,370020542289.000000,200000000.000000,369820542289.000000,370020542289.000000,,332513696305.000000,1369134238594.000000,3374586229245.000000,33330000000.000000
12M 2019,,,30734368171.000000,,218922343536.000000,216296613665.000000,2625729871.000000,218922343536.000000,,,,,195942675725.000000,1075075829.000000,194867599896.000000,195942675725.000000,824187162162.000000,11276144890.000000,812911017272.000000,824187162162.000000,28389237134.000000,604752695406.000000,1902928482134.000000,,343827277701.000000,94668575142.000000,174871496544.000000,234337923503.000000,847705272890.000000,2750633755024.000000,,,766602535969.000000,,77907790480.000000,,77907790480.000000,71512906509.000000,116199212014.000000,,,34700000000.000000,123952470190.000000,158652470190.000000,342330156776.000000,766602535969.000000,801860341221.000000,,,,,,,519390300487.000000,276006652734.000000,795396953221.000000,6463388000.000000,801860341221.000000,1568462877190.000000,,666600000000.000000,183057181529.000000,500000000.000000,182557181529.000000,183057181529.000000,,332513696305.000000,1182170877834.000000,2750633755024.000000,33330000000.000000
12M 2020,,,11996667093.000000,,89195032872.000000,81914027757.000000,7281005115.000000,89195032872.000000,,,,,189366119456.000000,4141641371.000000,185224478085.000000,189366119456.000000,823155827884.000000,11370009788.000000,811785818096.000000,823155827884.000000,32386859815.000000,438374319953.000000,1584474827073.000000,,323010065793.000000,73886075142.000000,306554250011.000000,62456207379.000000,765906598325.000000,2350381425398.000000,,,791959604676.000000,,141542903780.000000,,141542903780.000000,99185600248.000000,44998831438.000000,,,53300000000.000000,138033147173.000000,191333147173.000000,314899122037.000000,791959604676.000000,712709908521.000000,,,,,,,493277699340.000000,212104202181.000000,705381901521.000000,7328007000.000000,712709908521.000000,1504669513197.000000,,666600000000.000000,-153401784104.000000,500000000.000000,-153901784104.000000,-153401784104.000000,,332513696305.000000,845711912201.000000,2350381425398.000000,33330000000.000000
12M 2021,,,10354858815.000000,,43641240098.000000,43641240098.000000,,43641240098.000000,,,,,193233986523.000000,10099976254.000000,183134010269.000000,193233986523.000000,834093196901.000000,11274810525.000000,822818386376.000000,834093196901.000000,36019987231.000000,494106453324.000000,1611449722892.000000,,302633041064.000000,73666075142.000000,196263485607.000000,176964641230.000000,749527243043.000000,2360976965935.000000,,,877729760555.000000,,207165034280.000000,,207165034280.000000,116149830391.000000,40640954408.000000,,,53300000000.000000,212682349354.000000,265982349354.000000,247791592122.000000,877729760555.000000,636063625340.000000,,,,,,,493277699340.000000,137475000000.000000,630752699340.000000,5310926000.000000,636063625340.000000,1513793385895.000000,,666600000000.000000,-151930116265.000000,500000000.000000,-152430116265.000000,-151930116265.000000,,332513696305.000000,847183580040.000000,2360976965935.000000,33330000000.000000
12M 2022,,,11938136913.000000,,60827891093.000000,60827891093.000000,,60827891093.000000,,,,,200553567501.000000,20876939808.000000,179676627693.000000,200553567501.000000,795556463734.000000,,795556463734.000000,795556463734.000000,35721744308.000000,596248302599.000000,1700846106148.000000,,282612482141.000000,73409408475.000000,121143581994.000000,221856961569.000000,699022434179.000000,2399868540327.000000,,,1151075810835.000000,,272011151918.000000,,272011151918.000000,153834400946.000000,31278228089.000000,,,144886199340.000000,253182349354.000000,398068548694.000000,295883481188.000000,1151075810835.000000,494711450000.000000,,,,,,,400191500000.000000,89475000000.000000,489666500000.000000,5044950000.000000,494711450000.000000,1645787260835.000000,,666600000000.000000,-245032416813.000000,500000000.000000,-245532416813.000000,-245032416813.000000,,332513696305.000000,754081279492.000000,2399868540327.000000,33330000000.000000
12M 2023,,,7376457317.000000,,14677679506.000000,14677679506.000000,,14677679506.000000,,,,,57842816412.000000,17654866729.000000,40187949683.000000,57842816412.000000,481773153978.000000,,481773153978.000000,481773153978.000000,6566075084.000000,558023880579.000000,1126260062876.000000,,262765633940.000000,73189408475.000000,,128383308768.000000,464338351183.000000,1590598414059.000000,,,456637476044.000000,,29512471320.000000,,29512471320.000000,143593365193.000000,35296224339.000000,,,,,,248235415192.000000,456637476044.000000,705099582547.000000,279534308269.000000,,,279534308269.000000,,,261919425189.000000,157597167089.000000,419516592278.000000,6048682000.000000,705099582547.000000,1161737058591.000000,,666600000000.000000,-570252340837.000000,500000000.000000,-570752340837.000000,-570252340837.000000,,332513696305.000000,428861355468.000000,1590598414059.000000,33330000000.000000
