Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,(84 B),(135 B),(219 B),-43.76
12M 2017,(452 B),(160 B),(612 B),-91.77
12M 2018,(283 B),(1 B),(285 B),-8.55
12M 2019,95 B,(32 B),64 B,1.91
12M 2020,102 B,(18 B),84 B,2.52
12M 2021,170 B,(6 B),163 B,4.90
12M 2022,(30 B),(3 B),(33 B),-0.98
12M 2023,(15 B),(1 B),(17 B),-0.50
