Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Beban Umum Dan Administrasi,Beban Penjualan,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Bagian Atas Hasil Bersih Pengendalian Bersama Entitas,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Final,Total Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Hak Minoritas,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,3126015442797.000000,-2715527808293.000000,410487634504.000000,-46043596322.000000,,,,-46043596322.000000,364444038182.000000,-69322435408.000000,-83407833261.000000,,14085397853.000000,-69322435408.000000,295121602774.000000,-93780463284.000000,,,-93780463284.000000,-93780463284.000000,201341139490.000000,,201341139490.000000,-118516000.000000,,-118516000.000000,201222623490.000000,201341139490.000000,201341139490.000000,,201341139490.000000,201222623490.000000,201222623490.000000,,201222623490.000000
12M 2017,2286302410148.000000,-1873986387573.000000,412316022575.000000,-50715105036.000000,,,,-50715105036.000000,361600917539.000000,-86509781572.000000,-112654436026.000000,,26144654454.000000,-86509781572.000000,275091135967.000000,-68589072304.000000,,,-68589072304.000000,-68589072304.000000,206502063663.000000,,206502063663.000000,-786479000.000000,,-786479000.000000,205715584663.000000,206502063663.000000,206502063663.000000,,206502063663.000000,205715584663.000000,205715584663.000000,,205715584663.000000
12M 2018,1457709956748.000000,-1228159266387.000000,229550690361.000000,-48539076803.000000,,,,-48539076803.000000,181011613558.000000,-98526827066.000000,-118817591904.000000,-768706822.000000,21059471660.000000,-98526827066.000000,82484786492.000000,-51778054952.000000,,,-51778054952.000000,-51778054952.000000,30706731540.000000,,30706731540.000000,-1313255000.000000,,-1313255000.000000,29393476540.000000,30706731540.000000,30706731540.000000,,30706731540.000000,29393476540.000000,29393476540.000000,,29393476540.000000
12M 2019,681371330443.000000,-600421861747.000000,80949468696.000000,-55046237359.000000,-55046237359.000000,,,-55046237359.000000,25903231337.000000,-169456537189.000000,-121890002944.000000,-2041767215.000000,-45524767030.000000,-169456537189.000000,-143553305852.000000,-49423721907.000000,,,-49423721907.000000,-49423721907.000000,-192977027759.000000,,-192977027759.000000,6013667000.000000,6013667000.000000,6013667000.000000,-186963360759.000000,-192977027759.000000,-192977027759.000000,,-192977027759.000000,-186963360759.000000,-186963360759.000000,,-186963360759.000000
12M 2020,319671780376.000000,-312656590287.000000,7015190089.000000,-53071340593.000000,-53071340593.000000,,,-53071340593.000000,-46056150504.000000,-79633207542.000000,-53667116436.000000,-6489067391.000000,-19477023715.000000,-79633207542.000000,-125689358046.000000,-9590153411.000000,,,-9590153411.000000,-9590153411.000000,-135279511457.000000,,-135279511457.000000,-4620000.000000,-4620000.000000,-4620000.000000,-135284131457.000000,-135279511457.000000,-135279511457.000000,,-135279511457.000000,-135284131457.000000,-135284131457.000000,,-135284131457.000000
12M 2021,606434525206.000000,-571936525480.000000,34497999726.000000,-53007920297.000000,-53007920297.000000,,,-53007920297.000000,-18509920571.000000,37207874329.000000,-29884476491.000000,-2686573088.000000,69778923908.000000,37207874329.000000,18697953758.000000,-18124573919.000000,,,-18124573919.000000,-18124573919.000000,573379839.000000,,573379839.000000,898288000.000000,898288000.000000,898288000.000000,1471667839.000000,573379839.000000,573379839.000000,,573379839.000000,1471667839.000000,1471667839.000000,,1471667839.000000
12M 2022,761937029321.000000,-681679193419.000000,80257835902.000000,-63384550192.000000,-63384550192.000000,,,-63384550192.000000,16873285710.000000,-90463427981.000000,-30818996285.000000,-5716317079.000000,-53928114617.000000,-90463427981.000000,-73590142271.000000,-20191331277.000000,,,-20191331277.000000,-20191331277.000000,-93781473548.000000,,-93781473548.000000,679173000.000000,679173000.000000,679173000.000000,-93102300548.000000,-93781473548.000000,-93781473548.000000,,-93781473548.000000,-93102300548.000000,-93102300548.000000,,-93102300548.000000
12M 2023,343374489792.000000,-330389049875.000000,12985439917.000000,-41632731590.000000,-41632731590.000000,,,-41632731590.000000,-28647291673.000000,-288056267371.000000,-24900084784.000000,-2839812946.000000,-260316369641.000000,-288056267371.000000,-316703559044.000000,-9099423979.000000,,,-9099423979.000000,-9099423979.000000,-325802983023.000000,,-325802983023.000000,583059000.000000,583059000.000000,583059000.000000,-325219924023.000000,-325802983023.000000,-325802983023.000000,,-325802983023.000000,-325219924023.000000,-325219924023.000000,,-325219924023.000000
