Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Usaha,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Pajak Tangguhan,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2021,1383279000000.000000,-1035886000000.000000,347393000000.000000,-231657000000.000000,-177361000000.000000,,-54296000000.000000,,-231657000000.000000,115736000000.000000,-34662000000.000000,-34662000000.000000,-34662000000.000000,83020000000.000000,89000000.000000,,,89000000.000000,81074000000.000000,-2035000000.000000,-2035000000.000000,-2035000000.000000,79039000000.000000,81074000000.000000,81037000000.000000,37000000.000000,81074000000.000000,79039000000.000000,79002000000.000000,37000000.000000,79039000000.000000
12M 2022,1687154000000.000000,-1305976000000.000000,381178000000.000000,-258647000000.000000,-195881000000.000000,,-62766000000.000000,,-258647000000.000000,122531000000.000000,21550000000.000000,21550000000.000000,21550000000.000000,144081000000.000000,1467000000.000000,,,1467000000.000000,144237000000.000000,-1311000000.000000,-1311000000.000000,-1311000000.000000,142926000000.000000,144237000000.000000,142301000000.000000,1936000000.000000,144237000000.000000,142926000000.000000,141049000000.000000,1877000000.000000,142926000000.000000
12M 2023,3039796000000.000000,-2338009000000.000000,701787000000.000000,-597319000000.000000,-428205000000.000000,,-169114000000.000000,,-597319000000.000000,104468000000.000000,-84579000000.000000,-84579000000.000000,-84579000000.000000,19889000000.000000,2632000000.000000,,,2632000000.000000,19889000000.000000,-2632000000.000000,-2632000000.000000,-2632000000.000000,17257000000.000000,19889000000.000000,15236000000.000000,4653000000.000000,19889000000.000000,17257000000.000000,12658000000.000000,4599000000.000000,17257000000.000000
