Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,59783.84,0.00,0.00,144.83 B,8.17%,28.92%,27.18%,
12M 2022,0.00 B,85646.10,0.00,0.00,151.10 B,6.50%,27.27%,8.44%,
12M 2023,0.00 B,9170.03,0.00,0.00,152.05 B,0.63%,2.43%,4.79%,
