Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,2 B,(1 B),1 B,2041372.02
12M 2022,2 B,(8 B),(6 B),-222248.05
12M 2023,8 B,(1 B),7 B,0.18
12M 2024,(7 B),(2 B),(8 B),-0.17
