Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,8139322.87,0.00,0.00,8.12 B,13.26%,19.59%,46.59%,
12M 2022,0.00 B,251670.04,0.00,0.00,10.51 B,10.66%,20.40%,25.14%,
12M 2023,36.80 B,0.26,0.00,0.00,15.01 B,7.74%,24.11%,29.32%,
12M 2024,47.67 B,0.14,921.43,47.74,14.68 B,4.31%,6.93%,15.15%,
