Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Others,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Total Piutang Lain-Lain,Adjustment,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Beban Akrual,Utang Pajak,Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Sewa Pembiayaan,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,689584432.000000,2370878190.000000,2370878190.000000,,,2370878190.000000,100000000.000000,100000000.000000,100000000.000000,,491994324.000000,3652456946.000000,,53872096.000000,5000000.000000,58872096.000000,3711329042.000000,,,1648080850.000000,,10338261.000000,30410100.000000,40748361.000000,28505966.000000,147404293.000000,,,,,,1431422230.000000,1648080850.000000,773790394.000000,,669963395.000000,,669963395.000000,,,,,103826999.000000,773790394.000000,2421871244.000000,,100000000.000000,,864011034.000000,,,864011034.000000,325446764.000000,1289457798.000000,3711329042.000000,1000000.000000
12M 2019,,,849326989.000000,6725632714.000000,6725632714.000000,,,6725632714.000000,,,,,689504230.000000,8264463933.000000,,10805174178.000000,1014776000.000000,11819950178.000000,20084414111.000000,,,2830474148.000000,,4100000.000000,467492100.000000,471592100.000000,147842034.000000,303079574.000000,1500000000.000000,,,65114695.000000,65114695.000000,342845745.000000,2830474148.000000,1181940975.000000,,669963395.000000,,669963395.000000,,,260916128.000000,260916128.000000,251061452.000000,1181940975.000000,4012415123.000000,,10000000000.000000,,5654829383.000000,,,5654829383.000000,417169605.000000,16071998988.000000,20084414111.000000,1000000000.000000
12M 2020,,,139000183.000000,4925620222.000000,4904620222.000000,21000000.000000,,4925620222.000000,,,,,183483068.000000,5248103473.000000,,8799235215.000000,26590683217.000000,35389918432.000000,40638021905.000000,,,2607449661.000000,,48036717.000000,1053696419.000000,1101733136.000000,359475142.000000,458749693.000000,,,618644896.000000,68846794.000000,687491690.000000,,2607449661.000000,3135229322.000000,,1544021112.000000,,1544021112.000000,,937942439.000000,214381805.000000,1152324244.000000,438883966.000000,3135229322.000000,5742678983.000000,,12500000000.000000,21243857143.000000,629785517.000000,,,629785517.000000,521700262.000000,34895342922.000000,40638021905.000000,1250000000.000000
12M 2021,,,3448414.000000,5864116653.000000,5635526253.000000,228590400.000000,,5864116653.000000,,,,,11658457.000000,5879223524.000000,,5135392692.000000,27658488910.000000,32793881602.000000,38673105126.000000,,,3667517622.000000,,3187149.000000,870201134.000000,873388283.000000,729061933.000000,776414340.000000,,,995322883.000000,74330183.000000,1069653066.000000,219000000.000000,3667517622.000000,3041862806.000000,,1844021112.000000,,1844021112.000000,,650619556.000000,146011228.000000,796630784.000000,401210910.000000,3041862806.000000,6709380428.000000,,12500000000.000000,21243857143.000000,-2427392779.000000,,,-2427392779.000000,647260334.000000,31963724698.000000,38673105126.000000,1250000000.000000
12M 2022,,,44898339.000000,5112809524.000000,5112809524.000000,,,5112809524.000000,,,,,,5157707863.000000,,2348764698.000000,578537674.000000,2927302372.000000,8085010235.000000,,,3102028251.000000,,,,,1122865272.000000,605218784.000000,,,1373944195.000000,,1373944195.000000,,3102028251.000000,407818313.000000,,,,,,338675361.000000,,338675361.000000,69142952.000000,407818313.000000,3509846564.000000,,12500000000.000000,21243857143.000000,-29796286747.000000,,,-29796286747.000000,627593275.000000,4575163671.000000,8085010235.000000,1250000000.000000
12M 2023,,,6734254.000000,6904231703.000000,4425757641.000000,2478474062.000000,,6904231703.000000,,,,,,6910965957.000000,,1553038476.000000,289268837.000000,1842307313.000000,8753273270.000000,,,3989704181.000000,,,1716068650.000000,1716068650.000000,,518960170.000000,,,1754675361.000000,,1754675361.000000,,3989704181.000000,29257923.000000,,,,,,,,,29257923.000000,29257923.000000,4018962104.000000,,12500000000.000000,21243857143.000000,-29693509311.000000,-30095279861.000000,401770550.000000,-29693509311.000000,683963334.000000,4734311166.000000,8753273270.000000,1250000000.000000
12M 2024,,,9805856.000000,6101632604.000000,2846638480.000000,3254994124.000000,,6101632604.000000,,,,,,6111438460.000000,,1109664125.000000,,1109664125.000000,7221102585.000000,,,555448914.000000,,,,,,555448914.000000,,,,,,,555448914.000000,85249518.000000,,,,,,,,,85249518.000000,85249518.000000,640698432.000000,,12500000000.000000,21243857143.000000,-27812842479.000000,-28214613029.000000,401770550.000000,-27812842479.000000,649389489.000000,6580404153.000000,7221102585.000000,1250000000.000000
