Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2018,2.22,2.22,0.0,2.88,0.0,0.0,-0.53,0.0,1.88
12M 2019,2.92,2.92,0.11,1.25,0.0,0.0,0.06,0.09,0.25
12M 2020,2.01,2.01,0.05,1.16,0.0,0.0,0.05,0.05,0.16
12M 2021,1.6,1.6,0.06,1.21,0.0,0.0,0.06,0.05,0.21
12M 2022,1.66,1.66,0.37,1.77,0.0,0.0,0.36,0.21,0.77
12M 2023,1.73,1.73,0.37,1.85,0.0,0.0,0.37,0.2,0.85
12M 2024,11.0,11.0,0.0,1.1,0.0,0.0,-0.0,0.0,0.1
