Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2021,58 B,(24 B),34 B,39854.90
12M 2022,108 B,(57 B),51 B,10.80
12M 2023,(13 B),(58 B),(71 B),-15.09
12M 2024,42 B,(28 B),14 B,2.98
