Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,1.41,1.34,0.27,1.66,0.0,0.0,0.23,0.17,0.66
12M 2022,1.09,1.03,0.28,2.28,0.0,0.0,0.22,0.12,1.28
12M 2023,1.68,1.63,0.23,1.97,0.0,0.0,-0.01,0.12,0.97
12M 2024,2.84,2.73,0.19,1.73,0.0,0.0,-0.05,0.11,0.73
