Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,32998.29,0.00,0.00,169.84 B,3.41%,5.64%,15.23%,2.16
12M 2022,4.71 B,12.33,0.00,0.00,574.77 B,4.54%,10.33%,3.79%,0.92
12M 2023,4.72 B,16.81,30.93,4.00,270.78 B,5.12%,10.11%,10.70%,5.18
12M 2024,4.73 B,3.21,59.19,1.85,251.95 B,1.12%,1.94%,4.69%,1.73
