Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.00,0.00,0.00,0.00,,162 B,162 B,(560 B),12 B
12M 2009,22.77,485.30,28.47,388.19,,134 B,134 B,(724 B),144 B
12M 2010,31.12,530.20,37.73,437.37,190 B,,190 B,(128 B),(655 B)
12M 2011,39.02,481.86,47.33,397.18,699 B,,699 B,363 B,"(2,028 B)"
12M 2012,40.09,520.10,47.16,442.11,"1,040 B",,"1,040 B",810 B,"(2,500 B)"
12M 2013,46.63,557.62,53.43,486.61,977 B,,977 B,716 B,"(2,557 B)"
12M 2014,53.59,602.72,60.34,535.34,"1,250 B",,"1,250 B",391 B,"(2,528 B)"
12M 2015,58.48,632.68,65.13,568.08,"1,700 B",,"1,700 B","1,072 B","(3,504 B)"
12M 2016,62.93,616.55,69.95,554.72,"2,393 B",,"2,393 B","2,019 B","(4,290 B)"
12M 2017,82.44,678.03,90.35,618.69,"3,450 B",,"3,450 B","3,045 B","(4,591 B)"
12M 2018,45.71,993.20,48.91,928.18,460 B,,460 B,108 B,"(2,810 B)"
12M 2019,60.67,692.25,66.52,631.35,"2,920 B",,"2,920 B","2,291 B","(4,535 B)"
12M 2020,56.79,129.42,62.77,117.10,"3,015 B",,"3,015 B","2,171 B","(4,529 B)"
12M 2021,36.28,113.27,41.43,99.20,"1,850 B",,"1,850 B","1,525 B","(4,803 B)"
12M 2022,44.86,104.78,51.40,91.44,600 B,,600 B,97 B,"(4,874 B)"
12M 2023,39.83,88.63,46.12,76.54,,,,"(1,021 B)","(5,032 B)"
12M 2024,33.46,56.34,41.09,45.87,"1,450 B",,"1,450 B",779 B,"(6,550 B)"
