Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2021,0.7,0.34,0.09,10.29,0.0,0.0,-1.17,0.01,9.29
12M 2022,0.99,0.4,0.41,2.29,0.0,0.0,0.39,0.18,1.29
12M 2023,1.23,0.62,0.45,3.25,0.0,0.0,0.37,0.14,2.25
12M 2024,3.02,1.66,0.19,1.47,0.0,0.0,-0.11,0.13,0.47
