Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2021,0.00 B,308253.36,0.00,0.00,24.38 B,0.32%,3.34%,291.87%,145.19
12M 2022,0.00 B,691765.80,0.00,0.00,12.91 B,2.61%,5.97%,9.71%,1.86
12M 2023,3.95 B,0.55,0.00,0.00,18.29 B,1.37%,4.44%,11.50%,3.16
12M 2024,3.95 B,0.75,178.67,3.59,,1.45%,2.13%,8.82%,3.21
