Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Pelanggan,Penerimaan Bunga,Penerimaan (Pembayaran) Untuk Pihak Ketiga,Pembayaran Kepada Karyawan,Pembayaran Untuk Beban Operasional,Pembayaran Kepada Pajak,Laba Penjualan Aset Tetap,Penerimaan Dari Aktivitas Operasi Lain,Pembayaran Kepada Pemasok,Adjustment,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Penjualan Aset Tetap,Kendaraan,Perolehan Perlengkapan Operasional Hotel,Perolehan Aset Tetap,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Tambahan Modal Disetor,Utang Pembiayaan,Pembayaran Liabilitas Sewa,Penerimaan Piutang Lain-Lain Pihak Berelasi,Pembayaran Piutang Lain-Lain Pihak Berelasi,Penerimaan Utang Lain-Lain Pihak Berelasi,Pembayaran Utang Lain-Lain Pihak Berelasi,Pencairan (Penempatan) Deposito,Pembayaran Sewa Tanah,Pembayaran Utang Sewa Pembiayaan,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2017,-2027173359.000000,43953595317.000000,1447842374.000000,-4014802359.000000,-13968482218.000000,-19233150408.000000,,,,-10212176065.000000,,-2027173359.000000,-2251466822.000000,,,,-2251466822.000000,-2251466822.000000,3680281449.000000,,,,,-34290002.000000,3500000000.000000,,,,214571451.000000,3680281449.000000,-598358732.000000,29299914061.000000,28701555329.000000
12M 2018,5329925820.000000,46702316260.000000,1277466056.000000,513681303.000000,-15314479190.000000,-16523769170.000000,,,,-11325289439.000000,,5329925820.000000,-287570405.000000,,,,-287570405.000000,-287570405.000000,-2967329621.000000,,,,,-229106475.000000,,-2500000000.000000,,,-238223146.000000,-2967329621.000000,2075025794.000000,28701555329.000000,30776581123.000000
12M 2019,4884061321.000000,43147045862.000000,1466803496.000000,497979786.000000,-15374196756.000000,-15672551078.000000,,,,-9181019989.000000,,4884061321.000000,-561664720.000000,,,,-561664720.000000,-561664720.000000,-9659811452.000000,,,,41570335.000000,-6630288019.000000,,-1000000000.000000,-2000000000.000000,,-71093768.000000,-9659811452.000000,-5337414851.000000,30776581123.000000,25439166272.000000
12M 2020,-9587224708.000000,19598260401.000000,985005803.000000,-1864447978.000000,-10762916668.000000,-12596897796.000000,,,,-4946228470.000000,,-9587224708.000000,-19125000.000000,69875000.000000,,,-89000000.000000,-19125000.000000,2058764587.000000,,,,6142045740.000000,-2000000000.000000,,,2000000000.000000,,-4083281153.000000,2058764587.000000,-7547585121.000000,25439166272.000000,17891581151.000000
12M 2021,-638597429.000000,20053754277.000000,,-2256750540.000000,-7642882419.000000,-6967397792.000000,,,,-3825320955.000000,,-638597429.000000,-6119867203.000000,,,,-6119867203.000000,-6119867203.000000,19464079484.000000,19507797390.000000,,,,,,,,,-43717906.000000,19464079484.000000,12705614852.000000,17891581151.000000,30597196003.000000
12M 2022,3981203481.000000,35105686393.000000,391666731.000000,,-13720327810.000000,-11128038780.000000,,,,-6667783053.000000,,3981203481.000000,-12020391752.000000,110000000.000000,,-267642575.000000,-11862749177.000000,-12020391752.000000,,,,,,,,,,,,,-8039188271.000000,30597196003.000000,22558007732.000000
12M 2023,8540402912.000000,48977949606.000000,512620978.000000,,-17759567195.000000,-13030407717.000000,,,,-10160192760.000000,,8540402912.000000,-6705187387.000000,,,-237290597.000000,-6467896790.000000,-6705187387.000000,-3271877776.000000,,,,,,,,,-3500000000.000000,228122224.000000,-3271877776.000000,-1436662251.000000,22558007732.000000,21121345481.000000
12M 2024,9063884355.000000,52106835052.000000,1222415746.000000,,-19227366673.000000,-11913158494.000000,,,,-13124841276.000000,,9063884355.000000,-2490681823.000000,,,-87106010.000000,-2403575813.000000,-2490681823.000000,-3842766664.000000,,,,,,,,,-3745000000.000000,-97766664.000000,-3842766664.000000,2730435868.000000,21121345481.000000,23851781349.000000
