Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Usaha,Beban Penyusutan,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Laba (Rugi) Selisih Kurs,Laba (Rugi) Atas Penjualan Aset Tetap,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,45358915520.000000,-10322098705.000000,35036816815.000000,-40241176802.000000,-35397197106.000000,,-4843979696.000000,-40241176802.000000,-5204359987.000000,1652166895.000000,1447842374.000000,,602117.000000,,203722404.000000,1652166895.000000,-3552193092.000000,59896271.000000,-3492296821.000000,-4550730.000000,-3496847551.000000,-3492296821.000000,-3492296821.000000,,-3492296821.000000,-3496847551.000000,-3496847551.000000,,-3496847551.000000
12M 2018,46343187734.000000,-11103574277.000000,35239613457.000000,-38614248466.000000,-33730637012.000000,,-4883611454.000000,-38614248466.000000,-3374635009.000000,1711854681.000000,1277466056.000000,,9981592.000000,,424407033.000000,1711854681.000000,-1662780328.000000,903264693.000000,-759515635.000000,-5750576.000000,-765266211.000000,-759515635.000000,-759515635.000000,,-759515635.000000,-765266211.000000,-765266211.000000,,-765266211.000000
12M 2019,42968685429.000000,-9333934010.000000,33634751419.000000,-37324253706.000000,-32313210674.000000,,-5011043032.000000,-37324253706.000000,-3689502287.000000,1394840168.000000,1466803496.000000,,-6602447.000000,,-65360881.000000,1394840168.000000,-2294662119.000000,1049603008.000000,-1245059111.000000,-6611572.000000,-1251670683.000000,-1245059111.000000,-1245059111.000000,,-1245059111.000000,-1251670683.000000,-1251670683.000000,,-1251670683.000000
12M 2020,18838638878.000000,-4087425354.000000,14751213524.000000,10480982481.000000,-23141264349.000000,,33622246830.000000,10480982481.000000,25232196005.000000,1154924932.000000,994170844.000000,,2126321.000000,-76923076.000000,235550843.000000,1154924932.000000,26387120937.000000,-10089201948.000000,16297918989.000000,3550156903.000000,19848075892.000000,16297918989.000000,16297918989.000000,,16297918989.000000,19848075892.000000,19848075892.000000,,19848075892.000000
12M 2021,20726401378.000000,-4178335324.000000,16548066054.000000,-27457585476.000000,-18457110040.000000,-9000475436.000000,,-27457585476.000000,-10909519422.000000,1502610348.000000,726405339.000000,-1670016541.000000,,,2446221550.000000,1502610348.000000,-9406909074.000000,2222253861.000000,-7184655213.000000,-18627171.000000,-7203282384.000000,-7184655213.000000,-7184655213.000000,,-7184655213.000000,-7203282384.000000,-7203282384.000000,,-7203282384.000000
12M 2022,35992452398.000000,-6985812842.000000,29006639556.000000,-34195666389.000000,-25554788005.000000,-8640878384.000000,,-34195666389.000000,-5189026833.000000,-308081045.000000,391666731.000000,-1558399402.000000,,,858651626.000000,-308081045.000000,-5497107878.000000,467543197.000000,-5029564681.000000,177168410.000000,-4852396271.000000,-5029564681.000000,-5029564681.000000,,-5029564681.000000,-4852396271.000000,-4852396271.000000,,-4852396271.000000
12M 2023,47248001713.000000,-21320147211.000000,25927854502.000000,-29183051226.000000,-21093553767.000000,-8089497459.000000,,-29183051226.000000,-3255196724.000000,1718452132.000000,512620978.000000,-1783506127.000000,,,2989337281.000000,1718452132.000000,-1536744592.000000,4433315846.000000,2896571254.000000,17089787961.000000,19986359215.000000,2896571254.000000,2896571254.000000,,2896571254.000000,19986359215.000000,19986359215.000000,,19986359215.000000
12M 2024,52848303781.000000,-23228378299.000000,29619925482.000000,-31526823561.000000,-22015096984.000000,-9511726577.000000,,-31526823561.000000,-1906898079.000000,207334190.000000,597547580.000000,-1674281695.000000,,,1284068305.000000,207334190.000000,-1699563889.000000,121849124.000000,-1577714765.000000,-9498053.000000,-1587212818.000000,-1577714765.000000,-1577714765.000000,,-1577714765.000000,-1587212818.000000,-1587212818.000000,,-1587212818.000000
