Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2020,0.00 B,71891.53,0.00,0.00,8.13 B,5.37%,7.13%,15.72%,22.00
12M 2021,0.86 B,8.41,0.00,0.00,12.98 B,5.32%,7.69%,13.83%,3.57
12M 2022,1.07 B,1.45,217.93,1.87,7.78 B,0.80%,1.07%,5.94%,1.38
12M 2023,1.07 B,3.00,108.00,0.96,11.16 B,1.47%,2.16%,6.96%,1.66
12M 2024,1.07 B,1.35,247.41,1.19,11.27 B,0.65%,0.97%,7.08%,1.24
