Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2020,(2 B),,(2 B),-18743.65
12M 2021,(18 B),(0 B),(19 B),-21.84
12M 2022,(37 B),(4 B),(41 B),-38.34
12M 2023,(17 B),(9 B),(27 B),-24.79
12M 2024,28 B,(4 B),23 B,21.72
