Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2020,,,,,,,,,,,,,22.16,,1.21
12M 2021,10.85,31.09,0.28,41.66,33.63,,11.74,,2.84,,1.51,,13.18,,1.35
12M 2022,18.99,88.11,0.84,106.26,19.22,21.92,4.14,2.95,2.52,2.48,1.1,0.94,2.66,2.66,2.45
12M 2023,20.8,50.92,0.41,71.31,17.55,22.05,7.17,6.91,4.55,4.3,1.75,1.63,7.41,7.41,1.71
12M 2024,36.91,33.71,0.21,70.41,9.89,12.08,10.83,8.98,3.43,3.37,1.36,1.34,7.13,7.13,1.6
