Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2019,0.00,346.49,0.00,346.49,40 B,104 B,144 B,134 B,(19 B)
12M 2020,1.70,534.80,1.70,534.80,20 B,85 B,105 B,97 B,92 B
12M 2021,1.33,531.33,1.33,531.33,20 B,65 B,85 B,65 B,(1 B)
12M 2022,0.51,535.48,0.51,535.48,20 B,46 B,66 B,18 B,23 B
12M 2023,0.69,551.98,0.69,551.98,21 B,27 B,48 B,27 B,(13 B)
12M 2024,0.50,557.29,0.50,557.29,26 B,1 B,28 B,0 B,(17 B)
