Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Aset Tetap,Properti Investasi,Tanah Untuk Dikembangkan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Beban Akrual,Utang Pajak,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2019,,,10195083693.000000,14583995858.000000,13966478613.000000,617517245.000000,14583995858.000000,5103147.000000,5103147.000000,,5103147.000000,16681775058.000000,41465957756.000000,,24294730110.000000,,24294730110.000000,24294730110.000000,1856013396.000000,519750627948.000000,46663060000.000000,100027974301.000000,692592405755.000000,734058363511.000000,,,60744050517.000000,,3187487607.000000,,3187487607.000000,366974498.000000,93709791.000000,,40080000000.000000,,189937496.000000,40269937496.000000,16825941125.000000,60744050517.000000,275573177414.000000,,103500000000.000000,,,103500000000.000000,,134461827251.000000,3143939.000000,134464971190.000000,37608206224.000000,275573177414.000000,336317227931.000000,,57407405000.000000,481342595000.000000,-141099536850.000000,-85652350.000000,176324780.000000,397741135580.000000,734058363511.000000,1148148100.000000
12M 2020,,,8097851643.000000,8658724484.000000,7892581352.000000,766143132.000000,8658724484.000000,5046147.000000,5046147.000000,,5046147.000000,114446771236.000000,131208393510.000000,,10888789041.000000,,10888789041.000000,10888789041.000000,1139540947.000000,491875240146.000000,46663060000.000000,388446716000.000000,939013346134.000000,1070221739644.000000,,,38809453238.000000,,4249017519.000000,,4249017519.000000,828110476.000000,109198027.000000,,19980000000.000000,,,19980000000.000000,13643127216.000000,38809453238.000000,263954300236.000000,,85195000000.000000,,,85195000000.000000,,145055818172.000000,3143939.000000,145058962111.000000,33700338125.000000,263954300236.000000,302763753474.000000,,71759255000.000000,844271845298.000000,-148723498560.000000,-85666240.000000,236050672.000000,767457986170.000000,1070221739644.000000,1435185100.000000
12M 2021,,,20663109027.000000,7533519759.000000,5925358800.000000,1608160959.000000,7533519759.000000,16024397.000000,16024397.000000,,16024397.000000,4467358113.000000,32680011296.000000,,11548891629.000000,,11548891629.000000,11548891629.000000,698223591.000000,560950718816.000000,46663060000.000000,394446716000.000000,1014307610036.000000,1046987621332.000000,,,34037091324.000000,,1078146784.000000,107311076.000000,1185457860.000000,875074881.000000,1024420827.000000,,19980000000.000000,,,19980000000.000000,10972137756.000000,34037091324.000000,250482452342.000000,,65215000000.000000,,,65215000000.000000,,153572986882.000000,,153572986882.000000,31694465460.000000,250482452342.000000,284519543666.000000,,71759255000.000000,844271845298.000000,-154039539049.000000,-85694616.000000,562211033.000000,762468077666.000000,1046987621332.000000,1435185100.000000
12M 2022,,,47691589996.000000,8385122751.000000,6568936726.000000,1816186025.000000,8385122751.000000,38241602.000000,38241602.000000,,38241602.000000,5128662192.000000,61243616541.000000,,,,,,460298771.000000,526715011312.000000,46663060000.000000,401204856740.000000,975043226823.000000,1036286843364.000000,,,38548471251.000000,,682293136.000000,,682293136.000000,1136158332.000000,2041740821.000000,,19980000000.000000,,140186201.000000,20120186201.000000,14568092761.000000,38548471251.000000,229307849321.000000,,45235000000.000000,,711058062.000000,45946058062.000000,,147544868479.000000,,147544868479.000000,35816922780.000000,229307849321.000000,267856320572.000000,,71759255000.000000,844271845298.000000,-148305378412.000000,-85696920.000000,790497826.000000,768430522792.000000,1036286843364.000000,1435185100.000000
12M 2023,,,20955272106.000000,8876178602.000000,7580384002.000000,1295794600.000000,8876178602.000000,1121000.000000,1121000.000000,,1121000.000000,3389020810.000000,33221592518.000000,,,,,,3749494477.000000,494918897177.000000,46663060000.000000,401027310380.000000,946358762034.000000,979580354552.000000,,,46373952547.000000,,3125575479.000000,,3125575479.000000,1338636390.000000,1798657068.000000,,19980000000.000000,800308482.000000,162901934.000000,20943210416.000000,19167873194.000000,46373952547.000000,141102303270.000000,,25255000000.000000,1458056518.000000,584156128.000000,27297212646.000000,,4560000000.000000,12948000000.000000,17508000000.000000,96297090624.000000,141102303270.000000,187476255817.000000,,71759255000.000000,856198989348.000000,-136587856774.000000,-85706343.000000,819417504.000000,792104098735.000000,979580354552.000000,1435185100.000000
12M 2024,,,27119115861.000000,6789700780.000000,5493906180.000000,1295794600.000000,6789700780.000000,35472804.000000,35472804.000000,,35472804.000000,4639951912.000000,38584241357.000000,,,,,,3867696583.000000,462115524148.000000,48663060000.000000,400852764020.000000,915499044751.000000,954083286108.000000,,,56080146749.000000,,3701445828.000000,,3701445828.000000,615979738.000000,2065214143.000000,,25255000000.000000,863627817.000000,164422704.000000,26283050521.000000,23414456519.000000,56080146749.000000,98273352508.000000,,,920650730.000000,367194006.000000,1287844736.000000,,,,,96985507772.000000,98273352508.000000,154353499257.000000,,71759255000.000000,852468098718.000000,-125645479299.000000,-85769513.000000,1233681945.000000,799729786851.000000,954083286108.000000,1435185100.000000
