Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,0.68,0.68,0.36,1.85,0.0,0.0,0.34,0.2,0.85
12M 2020,3.38,3.38,0.14,1.39,0.0,0.0,0.13,0.1,0.39
12M 2021,0.96,0.96,0.11,1.37,0.0,0.0,0.08,0.08,0.37
12M 2022,1.59,1.59,0.09,1.35,0.0,0.0,0.02,0.06,0.35
12M 2023,0.72,0.72,0.06,1.24,0.0,0.0,0.03,0.05,0.24
12M 2024,0.69,0.69,0.03,1.19,0.0,0.0,0.0,0.03,0.19
