Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2015,27 B,(2 B),25 B,431.78
12M 2016,(27 B),(4 B),(31 B),-52.74
12M 2017,(3 B),(4 B),(7 B),-11.60
12M 2018,8 B,(3 B),5 B,9.32
12M 2019,(3 B),(1 B),(4 B),-6.17
12M 2020,(6 B),(5 B),(11 B),-18.72
12M 2021,(7 B),(3 B),(10 B),-17.77
12M 2022,11 B,(2 B),9 B,15.36
12M 2023,29 B,(7 B),22 B,37.86
12M 2024,13 B,(3 B),10 B,17.41
