Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2014,(19 B),(24 B),(43 B),-31.93
12M 2015,(50 B),(8 B),(58 B),-43.00
12M 2016,(32 B),(7 B),(39 B),-28.40
12M 2017,(6 B),(5 B),(11 B),-1.11
12M 2018,4 B,(1 B),2 B,0.23
12M 2019,1 B,(2 B),(1 B),-0.06
12M 2020,(4 B),(3 B),(6 B),-0.62
12M 2021,1 B,(1 B),(0 B),-0.04
12M 2022,11 B,(4 B),7 B,0.67
12M 2023,2 B,(2 B),(0 B),-0.02
12M 2024,5 B,(2 B),2 B,0.24
