Period,Total Pendapatan,Premi Bruto,Premi Reasuransi,Penurunan (Kenaikan) Premi Yang Belum Merupakan Pendapatan,Pendapatan Komisi,Hasil Investasi,Others,Total Pendapatan,Total Beban Usaha,Beban Underwriting,Klaim Bruto,Klaim Reasuransi,Perubahan Bersih Estimasi Liabilitas Klaim,Beban Usaha,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Bagian Atas Hasil Bersih Entitas Asosiasi,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Dari Operasi Yang Dilanjutkan,Operasi Yang Dihentikan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,183340421.000000,404120221.000000,-236899990.000000,-1786685.000000,-29378988.000000,30500528.000000,16785335.000000,183340421.000000,-124938054.000000,,-122459038.000000,43379133.000000,5298111.000000,-38556634.000000,-12599626.000000,-124938054.000000,58402367.000000,-2972473.000000,325930.000000,-3298403.000000,-2972473.000000,55429894.000000,-8934312.000000,46495582.000000,-1853291.000000,44642291.000000,15784924.000000,60427215.000000,44642291.000000,34712022.000000,9930269.000000,44642291.000000,60427215.000000,39456260.000000,20970955.000000,60427215.000000
12M 2018,179320056.000000,356214289.000000,-185094318.000000,4862735.000000,-29510270.000000,15320317.000000,17527303.000000,179320056.000000,-143553513.000000,,-123742055.000000,40081738.000000,-12297143.000000,-35606289.000000,-11989764.000000,-143553513.000000,35766543.000000,-13722546.000000,443995.000000,-14166541.000000,-13722546.000000,22043997.000000,-2209479.000000,19834518.000000,-5405038.000000,14429480.000000,-22151632.000000,-7722152.000000,14429480.000000,17467397.000000,-3037917.000000,14429480.000000,-7722152.000000,-1561924.000000,-6160228.000000,-7722152.000000
12M 2019,2919292095000.000000,6431177847000.000000,-3611987211000.000000,-377905179000.000000,-519249160000.000000,405036987000.000000,592218811000.000000,2919292095000.000000,-2121992586000.000000,,-1998349414000.000000,909973493000.000000,-2480656880000.000000,-621723461000.000000,2068763676000.000000,-2121992586000.000000,797299509000.000000,-70460560000.000000,9396438000.000000,-79856998000.000000,-70460560000.000000,726838949000.000000,-131736863000.000000,595102086000.000000,-89352078000.000000,505750008000.000000,88833143000.000000,594583151000.000000,505750008000.000000,458698597000.000000,47051411000.000000,505750008000.000000,594583151000.000000,537995968000.000000,56587183000.000000,594583151000.000000
12M 2020,2460515704000.000000,6057126567000.000000,-3691463444000.000000,26142072000.000000,-475198042000.000000,237263036000.000000,306645515000.000000,2460515704000.000000,-2183583448000.000000,,-3134804978000.000000,1705177162000.000000,1289249127000.000000,-638943980000.000000,-1404260779000.000000,-2183583448000.000000,276932256000.000000,69540837000.000000,4153403000.000000,65387434000.000000,69540837000.000000,346473093000.000000,-74557155000.000000,271915938000.000000,,271915938000.000000,61689470000.000000,333605408000.000000,271915938000.000000,265143084000.000000,6772854000.000000,271915938000.000000,333605408000.000000,326019818000.000000,7585590000.000000,333605408000.000000
12M 2021,2815916917000.000000,5986273156000.000000,-3298342753000.000000,28101568000.000000,-544548488000.000000,374065222000.000000,270368212000.000000,2815916917000.000000,-2432560623000.000000,,-2832901939000.000000,1578267405000.000000,21993829000.000000,-732365797000.000000,-467554121000.000000,-2432560623000.000000,383356294000.000000,-8899939000.000000,8946110000.000000,-17846049000.000000,-8899939000.000000,374456355000.000000,-47226048000.000000,327230307000.000000,,327230307000.000000,101665725000.000000,428896032000.000000,327230307000.000000,316480352000.000000,10749955000.000000,327230307000.000000,428896032000.000000,418766016000.000000,10130016000.000000,428896032000.000000
12M 2022,3093893211000.000000,6705580219000.000000,-3518922914000.000000,-74292747000.000000,-502133301000.000000,352391330000.000000,131270624000.000000,3093893211000.000000,-2702253390000.000000,,-2284625795000.000000,972264314000.000000,-1162635982000.000000,-771135847000.000000,543879920000.000000,-2702253390000.000000,391639821000.000000,125557393000.000000,17047789000.000000,108509604000.000000,125557393000.000000,517197214000.000000,-122091874000.000000,395105340000.000000,,395105340000.000000,131353734000.000000,526459074000.000000,395105340000.000000,347150768000.000000,47954572000.000000,395105340000.000000,526459074000.000000,482800353000.000000,43658721000.000000,526459074000.000000
12M 2023,3591484745000.000000,7709524068000.000000,-4368028394000.000000,-711844970000.000000,-470367564000.000000,579830038000.000000,852371567000.000000,3591484745000.000000,-3021517941000.000000,,-2785386889000.000000,1361523348000.000000,-638438007000.000000,-812220956000.000000,-146995437000.000000,-3021517941000.000000,569966804000.000000,1062363737000.000000,7763237000.000000,1054600500000.000000,1062363737000.000000,1632330541000.000000,-330229272000.000000,1302101269000.000000,,1302101269000.000000,50021045000.000000,1352122314000.000000,1302101269000.000000,1322393811000.000000,-20292542000.000000,1302101269000.000000,1352122314000.000000,1372504501000.000000,-20382187000.000000,1352122314000.000000
12M 2024,3933396286000.000000,8536877518000.000000,-4754995256000.000000,-314399802000.000000,-793419627000.000000,443286914000.000000,816046539000.000000,3933396286000.000000,-3117424101000.000000,,-2689824306000.000000,885785313000.000000,-709179372000.000000,-760121157000.000000,155915421000.000000,-3117424101000.000000,815972185000.000000,117409466000.000000,11366384000.000000,106043082000.000000,117409466000.000000,933381651000.000000,-182868860000.000000,750512791000.000000,,750512791000.000000,-83563530000.000000,666949261000.000000,750512791000.000000,700854404000.000000,49658387000.000000,750512791000.000000,666949261000.000000,627454605000.000000,39494656000.000000,666949261000.000000
