Period,Arus Kas Dari Aktivitas Operasi,"Penerimaan Kas Dari Tertanggung, Reasuradur Dan Pelanggan","Pembayaran Kas Kepada Tertanggung, Reasuradur, Pemasok Dan Karyawan",Arus Kas Bersih Operasi Dari Kelompok Lepasan Dimiliki Untuk Dijual,Penerimaan Atas Litigasi,Penerimaan Klaim Atas Pengembalian Pajak,Pembayaran Pajak Penghasilan,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Arus Kas Bersih Investasi Dari Kelompok Lepasan Dimiliki Untuk Dijual,Penerimaan Bunga,Penerimaan Dividen,Penempatan Investasi,Penambahan Investasi Pada Entitas Asosiasi,Perolehan Properti Investasi,Uang Muka Penambahan Modal Entitas Asosiasi,Perolehan Aset Tetap,Perolehan Investasi Lainnya,Hasil Penjualan Aset Tetap,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Pembayaran Dividen,Tambahan Modal Disetor,Pembayaran Bunga,Pembayaran Pinjaman Diterima,Penerimaan Kas Atas Penawaran Saham Umum Perdana,Penggunaan Biaya Emisi,Pembayaran Utang Sewa Pembiayaan Konsumen Dan Sewa Pembiayaan,Pembayaran Liabilitas Sewa,Penambahan Pinjaman Diterima,Uang Muka Setoran Modal,Kontribusi Modal Entitas Nonpengendali,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Kas Dan Setara Kas Akhir Periode
12M 2017,30800551.000000,538036878.000000,-496604923.000000,-3162823.000000,,,-7468581.000000,30800551.000000,-10248945.000000,5784766.000000,9267936.000000,790217.000000,-24242834.000000,,,-264647.000000,-1606295.000000,,21912.000000,-10248945.000000,-8617869.000000,-2000000.000000,,-1029738.000000,-1108206.000000,,,-4479925.000000,,,,,-8617869.000000,11933737.000000,-3215347.000000,7518004.000000,16236394.000000
12M 2018,4647611.000000,413712675.000000,-395809965.000000,-9011125.000000,,,-4243974.000000,4647611.000000,-41791732.000000,-555905.000000,4244208.000000,2019973.000000,-47497332.000000,,,,-6887827.000000,,6885151.000000,-41791732.000000,41512984.000000,-6389825.000000,,-1176625.000000,-268674.000000,52266633.000000,-1940281.000000,-978244.000000,,,,,41512984.000000,4368863.000000,-11944600.000000,16236394.000000,8660657.000000
12M 2019,278500097000.000000,7529147523000.000000,-6820796666000.000000,-337390431000.000000,,,-92460329000.000000,278500097000.000000,-226391327000.000000,150669564000.000000,271350152000.000000,28465863000.000000,-736809171000.000000,,,,-9337974000.000000,,69270239000.000000,-226391327000.000000,48446812000.000000,-73949971000.000000,,-15532951000.000000,-655989000.000000,,,-101414277000.000000,,,,240000000000.000000,48446812000.000000,100555582000.000000,-2315885000.000000,125414974000.000000,223654671000.000000
12M 2020,1896667000.000000,8133899057000.000000,-8069759415000.000000,,,,-62242975000.000000,1896667000.000000,343981269000.000000,,270424134000.000000,14468367000.000000,89814883000.000000,,,,-98883746000.000000,,68157631000.000000,343981269000.000000,-286076083000.000000,-137609579000.000000,,-19235920000.000000,-4533054000.000000,,,-123784095000.000000,-913435000.000000,,,,-286076083000.000000,59801853000.000000,-4667955000.000000,262958539000.000000,318092437000.000000
12M 2021,176541594000.000000,7227146759000.000000,-7014967768000.000000,,,,-35637397000.000000,176541594000.000000,257629357000.000000,,226650751000.000000,1755090000.000000,26746884000.000000,,,,-6992756000.000000,,9469388000.000000,257629357000.000000,-199923425000.000000,-97727563000.000000,,-16107374000.000000,-4463817000.000000,,,-112722975000.000000,-8901696000.000000,40000000000.000000,,,-199923425000.000000,234247526000.000000,-6348288000.000000,318092437000.000000,545991675000.000000
12M 2022,855914411000.000000,7996568249000.000000,-7084256370000.000000,,,472610000.000000,-56870078000.000000,855914411000.000000,-657431539000.000000,,174303943000.000000,9591362000.000000,-577603205000.000000,,,,-263733826000.000000,,10187000.000000,-657431539000.000000,-157921191000.000000,-131889738000.000000,28420000.000000,-8933293000.000000,-24791064000.000000,,,-90339269000.000000,-4807958000.000000,102811711000.000000,,,-157921191000.000000,40561681000.000000,22432743000.000000,545991675000.000000,608986099000.000000
12M 2023,2128649029000.000000,8499827503000.000000,-7303259682000.000000,,1112349363000.000000,18328138000.000000,-198596293000.000000,2128649029000.000000,-2094902465000.000000,,446797913000.000000,43395981000.000000,-2216923649000.000000,,-111869000.000000,,-368082172000.000000,,21331000.000000,-2094902465000.000000,-101381075000.000000,-244362381000.000000,,-5278681000.000000,-71485703000.000000,,,-23102483000.000000,-3440371000.000000,246288544000.000000,,,-101381075000.000000,-67634511000.000000,-3494364000.000000,608986099000.000000,537857224000.000000
12M 2024,413779149000.000000,9705540486000.000000,-9087432170000.000000,,,,-204329167000.000000,413779149000.000000,-335142039000.000000,,469732911000.000000,17261802000.000000,-637938482000.000000,,,,-184810506000.000000,,612236000.000000,-335142039000.000000,-254471544000.000000,-438257922000.000000,,-21835313000.000000,-148655251000.000000,,,-19224102000.000000,-6079883000.000000,379580927000.000000,,,-254471544000.000000,-175834434000.000000,-4022470000.000000,537857224000.000000,358000320000.000000
