Period,Arus Kas Dari Aktivitas Operasi,Penerimaan Dari Jasa Underwriting Asuransi,Penerimaan Bunga,Penerimaan Dari Jasa Penjaminan Emisi Dan Perantara Pedagang Efek Serta Jasa Manajer Investasi,Penerimaan Dari Biro Administrasi Efek,Penerimaan Dari Pendapatan Lainnya,Pembayaran Beban Underwriting Asuransi,Pembayaran Beban Usaha,Pembayaran Bunga,Keuntungan (Kerugian) Selisih Kurs,Penurunan (Kenaikan) Aset Operasi:,Investasi Jangka Pendek,Efek Yang Dibeli Dengan Janji Dijual Kembali (Repo),Piutang Pembiayaan Konsumen,Investasi Sewa Neto,Tagihan Anjak Piutang,Kredit,Aset Ijarah,Tagihan Akseptasi,Piutang Perusahaan Efek,Piutang Lain-Lain,Agunan Yang Diambil Alih,Aset Lain-Lain,Total Penurunan (Kenaikan) Aset Operasi:,Kenaikan (Penurunan) Liabilitas Operasi:,Simpanan Dan Simpanan Dari Bank Lain,Efek Yang Dijual Dengan Janji Beli Kembali,Efek Yang Dibeli Dengan Janji Dijual Kembali,Premi Diterima Dimuka,Utang Perusahaan Efek,Utang Pajak,Beban Akrual,Cadangan Bagi Hasil Peserta,Liabilitas Lain-Lain,Pembayaran Pajak Penghasilan,Total Kenaikan (Penurunan) Liabilitas Operasi:,Total Arus Kas Dari Aktivitas Operasi,Arus Kas Dari Aktivitas Investasi,Hasil Penjualan Aset Tetap,Penerimaan Dividen Dari Entitas Asosiasi,Perolehan Aset Tetap,Penambahan Investasi Dalam Saham,Penambahan Modal Disetor,Penjualan Investasi Dalam Saham,Penambahan Properti Investasi,Penjualan Properti Investasi,Total Arus Kas Dari Aktivitas Investasi,Arus Kas Dari Aktivitas Pendanaan,Penambahan (Pembayaran) Pinjaman Yang Diterima,Pembayaran Bunga Pinjaman Dan Surat Berharga Yang Diterbitkan,Pembayaran Kas Dividen,Pembayaran Kas Dividen Kepada Kepentingan Nonpengendali,Penambahan Modal Disetor Dan Agio Saham Dari Penawaran Umum Tanpa Hak Memesan Efek Terlebih Dahulu,Penerbitan Surat Utang Jangka Menengah,Pelunasan Surat Utang Jangka Menengah,Setoran Modal Oleh Kepentingan Nonpengandali Ke Entitas Anak,Total Arus Kas Dari Aktivitas Pendanaan,Kenaikan (Penurunan) Bersih Kas Dan Setara Kas,Kas Dan Setara Kas Awal Periode,Dampak Neto Perubahan Nilai Tukar Atas Kas Dan Setara Kas,Kas Dan Setara Kas Akhir Periode
12M 2016,817260000000.000000,21815590000000.000000,3929713000000.000000,177439000000.000000,3696000000.000000,1879240000000.000000,-10395613000000.000000,-3937710000000.000000,-1128878000000.000000,-58522000000.000000,,-10931600000000.000000,,-405276000000.000000,53198000000.000000,-719456000000.000000,-1996246000000.000000,54000000000.000000,-129380000000.000000,-109503000000.000000,25815000000.000000,-457771000000.000000,136018000000.000000,-14480201000000.000000,,2684080000000.000000,,-145009000000.000000,-42485000000.000000,169415000000.000000,18413000000.000000,30970000000.000000,6934000000.000000,411044000000.000000,-120856000000.000000,3012506000000.000000,817260000000.000000,-892397000000.000000,34768000000.000000,82321000000.000000,-469675000000.000000,-556089000000.000000,,17000000000.000000,-722000000.000000,,-892397000000.000000,548556000000.000000,304108000000.000000,-255764000000.000000,-6358000000.000000,,49967000000.000000,500000000000.000000,-50000000000.000000,6603000000.000000,548556000000.000000,473419000000.000000,9106424000000.000000,-26714000000.000000,9553129000000.000000
12M 2017,-1081760000000.000000,22795008000000.000000,4559259000000.000000,270642000000.000000,4582000000.000000,1834120000000.000000,-14138060000000.000000,-4084092000000.000000,-1173347000000.000000,24891000000.000000,,-6602242000000.000000,-120764000000.000000,-877340000000.000000,1407000000.000000,-1476551000000.000000,308054000000.000000,,-45285000000.000000,-51007000000.000000,-1907846000000.000000,-41021000000.000000,-152822000000.000000,-10965417000000.000000,,-1600444000000.000000,,,207591000000.000000,42204000000.000000,-11360000000.000000,24725000000.000000,1741000000.000000,1395330000000.000000,-269133000000.000000,-209346000000.000000,-1081760000000.000000,707023000000.000000,1056171000000.000000,38631000000.000000,-380013000000.000000,-4782000000.000000,,,-2984000000.000000,,707023000000.000000,1364236000000.000000,1211301000000.000000,-444422000000.000000,-6368000000.000000,-52418000000.000000,,1000000000000.000000,-350000000000.000000,6143000000.000000,1364236000000.000000,989499000000.000000,9553129000000.000000,930000000.000000,10543558000000.000000
12M 2018,-751267000000.000000,27777202000000.000000,4569129000000.000000,310350000000.000000,5538000000.000000,1731712000000.000000,-21389342000000.000000,-4305301000000.000000,-899425000000.000000,24255000000.000000,,-6744485000000.000000,-369048000000.000000,-404652000000.000000,1272000000.000000,-487992000000.000000,-1904424000000.000000,,-348998000000.000000,-574864000000.000000,1296253000000.000000,74618000000.000000,-314373000000.000000,-9776693000000.000000,,712515000000.000000,,,145553000000.000000,574623000000.000000,19348000000.000000,-45267000000.000000,-50000000.000000,24286000000.000000,-229700000000.000000,1201308000000.000000,-751267000000.000000,-637000000000.000000,11834000000.000000,58714000000.000000,-384774000000.000000,-57589000000.000000,,,-265185000000.000000,,-637000000000.000000,406514000000.000000,384489000000.000000,-534075000000.000000,-6368000000.000000,-550000000000.000000,,900000000000.000000,-500000000000.000000,712468000000.000000,406514000000.000000,-981753000000.000000,10543558000000.000000,59811000000.000000,9621616000000.000000
12M 2019,-5679961000000.000000,24868710000000.000000,5214419000000.000000,381604000000.000000,6398000000.000000,1978428000000.000000,-23397335000000.000000,-4419576000000.000000,-1145745000000.000000,15446000000.000000,,-7784040000000.000000,381147000000.000000,-1256489000000.000000,1336000000.000000,334424000000.000000,-4495726000000.000000,,-4247000000.000000,554515000000.000000,-316414000000.000000,-245526000000.000000,-378132000000.000000,-13209152000000.000000,,4454347000000.000000,236699000000.000000,,63262000000.000000,-558670000000.000000,27000000.000000,13824000000.000000,4179000000.000000,-100067000000.000000,-86759000000.000000,4026842000000.000000,-5679961000000.000000,3186261000000.000000,32260000000.000000,53290000000.000000,-368943000000.000000,-561184000000.000000,,4033396000000.000000,-2558000000.000000,,3186261000000.000000,466442000000.000000,53154000000.000000,-644312000000.000000,,-50000000000.000000,,1200000000000.000000,-100000000000.000000,7600000000.000000,466442000000.000000,-2027258000000.000000,9621616000000.000000,-29570000000.000000,7564788000000.000000
12M 2020,2694104000000.000000,29258423000000.000000,5341823000000.000000,370895000000.000000,77000000.000000,1771816000000.000000,-30678310000000.000000,-4135842000000.000000,-1112703000000.000000,-10414000000.000000,,-1195702000000.000000,-4477421000000.000000,285397000000.000000,367000000.000000,379043000000.000000,480693000000.000000,164871000000.000000,,-462488000000.000000,-368998000000.000000,-317173000000.000000,-3507708000000.000000,-9019119000000.000000,,6265542000000.000000,806214000000.000000,,2725270000000.000000,435676000000.000000,23800000000.000000,70684000000.000000,7034000000.000000,680154000000.000000,-106916000000.000000,10907458000000.000000,2694104000000.000000,-605880000000.000000,10235000000.000000,49870000000.000000,-669389000000.000000,-64060000000.000000,,66323000000.000000,-1218000000.000000,2359000000.000000,-605880000000.000000,-97159000000.000000,-128112000000.000000,-726347000000.000000,,,,2283300000000.000000,-1526000000000.000000,,-97159000000.000000,1991065000000.000000,7564788000000.000000,58090000000.000000,9613943000000.000000
12M 2021,9996362000000.000000,26925209000000.000000,5127050000000.000000,406880000000.000000,10469000000.000000,1798010000000.000000,-26349757000000.000000,-3754434000000.000000,-901921000000.000000,173984000000.000000,,-2170419000000.000000,2913099000000.000000,422979000000.000000,-304710000000.000000,1823692000000.000000,2212967000000.000000,64500000000.000000,,589364000000.000000,106889000000.000000,360711000000.000000,-3631295000000.000000,2387777000000.000000,,7080484000000.000000,-1042913000000.000000,,-638781000000.000000,-575666000000.000000,-35138000000.000000,8980000000.000000,6971000000.000000,-495845000000.000000,-134997000000.000000,4173095000000.000000,9996362000000.000000,-322595000000.000000,51029000000.000000,,-383424000000.000000,,,12750000000.000000,-2950000000.000000,,-322595000000.000000,-592533000000.000000,470006000000.000000,-872458000000.000000,,,,1383200000000.000000,-1552300000000.000000,-20981000000.000000,-592533000000.000000,9081234000000.000000,9613943000000.000000,-96408000000.000000,18598769000000.000000
12M 2022,-6459095000000.000000,25112380000000.000000,5177894000000.000000,507200000000.000000,8633000000.000000,1687533000000.000000,-30073665000000.000000,-4001970000000.000000,-778106000000.000000,-30072000000.000000,,-1076231000000.000000,1672987000000.000000,182543000000.000000,42929000000.000000,-862486000000.000000,2758425000000.000000,-73377000000.000000,,-186137000000.000000,-1529801000000.000000,63940000000.000000,-569212000000.000000,423580000000.000000,,-5710045000000.000000,,,-214205000000.000000,211727000000.000000,4992000000.000000,57740000000.000000,-11390000000.000000,1355376000000.000000,-186697000000.000000,-4492502000000.000000,-6459095000000.000000,-289533000000.000000,399579000000.000000,,-378776000000.000000,,,-306863000000.000000,-3473000000.000000,,-289533000000.000000,2514763000000.000000,211801000000.000000,-914859000000.000000,,,,4535765000000.000000,-1584000000000.000000,266056000000.000000,2514763000000.000000,-4233865000000.000000,18598769000000.000000,322562000000.000000,14687466000000.000000
12M 2023,6981396000000.000000,18055505000000.000000,6547593000000.000000,522960000000.000000,7902000000.000000,1385265000000.000000,-22154764000000.000000,-4614037000000.000000,-886657000000.000000,-163627000000.000000,,6333978000000.000000,,-88092000000.000000,73012000000.000000,1069203000000.000000,-1959097000000.000000,38127000000.000000,,443326000000.000000,-42501000000.000000,283123000000.000000,-2009052000000.000000,4142027000000.000000,,4402694000000.000000,1051717000000.000000,,689201000000.000000,-431977000000.000000,-1832000000.000000,5343000000.000000,1294000000.000000,-1203805000000.000000,-373406000000.000000,4139229000000.000000,6981396000000.000000,71283000000.000000,6088000000.000000,,-384392000000.000000,,,455296000000.000000,-5709000000.000000,,71283000000.000000,-2538082000000.000000,-1612541000000.000000,-1851847000000.000000,,,,2201138000000.000000,,-1274832000000.000000,-2538082000000.000000,4514597000000.000000,14687466000000.000000,328932000000.000000,19530995000000.000000
12M 2024,5120056000000.000000,17351919000000.000000,5783186000000.000000,603069000000.000000,8630000000.000000,2099013000000.000000,-16281964000000.000000,-5569104000000.000000,-1182049000000.000000,-158649000000.000000,,-2601537000000.000000,-192215000000.000000,-501195000000.000000,45293000000.000000,1021360000000.000000,2596646000000.000000,82377000000.000000,,-14645000000.000000,-533432000000.000000,13722000000.000000,610601000000.000000,526975000000.000000,,2980463000000.000000,-172262000000.000000,,-963845000000.000000,3347000000.000000,13436000000.000000,-18074000000.000000,3686000000.000000,259801000000.000000,-167522000000.000000,1939030000000.000000,5120056000000.000000,-363071000000.000000,5969000000.000000,,-418480000000.000000,,,52116000000.000000,-2676000000.000000,,-363071000000.000000,-1239606000000.000000,-829990000000.000000,-1828276000000.000000,,,,1819547000000.000000,,-400887000000.000000,-1239606000000.000000,3517379000000.000000,19530995000000.000000,332081000000.000000,23380455000000.000000
