Period,Total Pendapatan,Pendapatan Underwriting,Pendapatan Bunga,Keuntungan Penjualan Reksadana,Penjualan,Keuntungan Dari Perubahan Nilai Wajar Efek-Efek,Others,Total Pendapatan,Total Beban Usaha,Beban Underwriting,Beban Umum Dan Administrasi,Beban Bunga,Beban Tenaga Kerja,Beban Penyisihan Kerugian Penurunan Nilai Atas Aset Keuangan Dan Non-Keuangan,Beban Pokok Penjualan,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Laba (Rugi) Selisih Kurs,Bagian Atas Hasil Bersih Entitas Asosiasi,Others,Total Penghasilan/Beban Lain-Lain,Adjustment,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2016,29335432000000.000000,21707196000000.000000,3973711000000.000000,1330219000000.000000,856208000000.000000,1340170000000.000000,127928000000.000000,29335432000000.000000,-27459745000000.000000,-21826162000000.000000,-1618290000000.000000,-1390708000000.000000,-1429930000000.000000,-339766000000.000000,-854889000000.000000,,-27459745000000.000000,1875687000000.000000,6795000000.000000,-84092000000.000000,99232000000.000000,-8345000000.000000,6795000000.000000,,1882482000000.000000,-236362000000.000000,1646120000000.000000,226120000000.000000,1872240000000.000000,1646120000000.000000,1313076000000.000000,333044000000.000000,1646120000000.000000,1872240000000.000000,1417670000000.000000,454570000000.000000,1872240000000.000000
12M 2017,32019334000000.000000,22687310000000.000000,4583802000000.000000,2043342000000.000000,746903000000.000000,1033616000000.000000,924361000000.000000,32019334000000.000000,-30443942000000.000000,-24177618000000.000000,-1632146000000.000000,-1622721000000.000000,-1650187000000.000000,-613730000000.000000,-747540000000.000000,,-30443942000000.000000,1575392000000.000000,323443000000.000000,28500000000.000000,79976000000.000000,214967000000.000000,323443000000.000000,200000000000.000000,2098835000000.000000,-260378000000.000000,1838457000000.000000,905026000000.000000,2743483000000.000000,1838457000000.000000,1444020000000.000000,394437000000.000000,1838457000000.000000,2743483000000.000000,2167736000000.000000,575747000000.000000,2743483000000.000000
12M 2018,35558296000000.000000,27480992000000.000000,4697965000000.000000,897413000000.000000,503385000000.000000,-1122499000000.000000,3101040000000.000000,35558296000000.000000,-34424580000000.000000,-27254273000000.000000,-2020847000000.000000,-1448539000000.000000,-1895630000000.000000,-1303694000000.000000,-501597000000.000000,,-34424580000000.000000,1133716000000.000000,513463000000.000000,80846000000.000000,44584000000.000000,388033000000.000000,513463000000.000000,,1647179000000.000000,-109484000000.000000,1537695000000.000000,613138000000.000000,2150833000000.000000,1537695000000.000000,1323454000000.000000,214241000000.000000,1537695000000.000000,2150833000000.000000,2257748000000.000000,-106915000000.000000,2150833000000.000000
12M 2019,41141154000000.000000,24905844000000.000000,5189912000000.000000,1679796000000.000000,212149000000.000000,2576307000000.000000,6577146000000.000000,41141154000000.000000,-36494908000000.000000,-27813355000000.000000,-2186333000000.000000,-1809499000000.000000,-1982888000000.000000,-2489643000000.000000,-213190000000.000000,,-36494908000000.000000,4646246000000.000000,535519000000.000000,-14434000000.000000,46982000000.000000,502971000000.000000,535519000000.000000,,5181765000000.000000,-111211000000.000000,5070554000000.000000,-1338679000000.000000,3731875000000.000000,5070554000000.000000,4980086000000.000000,90468000000.000000,5070554000000.000000,3731875000000.000000,3429626000000.000000,302249000000.000000,3731875000000.000000
12M 2020,37514494000000.000000,29406635000000.000000,5530407000000.000000,1058977000000.000000,344317000000.000000,,1174158000000.000000,37514494000000.000000,-37136935000000.000000,-27146022000000.000000,-1931430000000.000000,-1815802000000.000000,-1817799000000.000000,-1934099000000.000000,-346059000000.000000,-2145724000000.000000,-37136935000000.000000,377559000000.000000,272609000000.000000,46629000000.000000,32312000000.000000,193668000000.000000,272609000000.000000,,650168000000.000000,-90348000000.000000,559820000000.000000,141271000000.000000,701091000000.000000,559820000000.000000,522938000000.000000,36882000000.000000,559820000000.000000,701091000000.000000,610136000000.000000,90955000000.000000,701091000000.000000
12M 2021,37741018000000.000000,27669009000000.000000,5329459000000.000000,1142689000000.000000,222510000000.000000,,3377351000000.000000,37741018000000.000000,-37227290000000.000000,-29374408000000.000000,-1999227000000.000000,-1756359000000.000000,-1736563000000.000000,-2078300000000.000000,-224520000000.000000,-57913000000.000000,-37227290000000.000000,513728000000.000000,625362000000.000000,76627000000.000000,-3816000000.000000,552551000000.000000,625362000000.000000,,1139090000000.000000,-147310000000.000000,991780000000.000000,-432120000000.000000,559660000000.000000,991780000000.000000,948100000000.000000,43680000000.000000,991780000000.000000,559660000000.000000,607124000000.000000,-47464000000.000000,559660000000.000000
12M 2022,32298454000000.000000,23265196000000.000000,5643540000000.000000,920342000000.000000,194352000000.000000,,2275024000000.000000,32298454000000.000000,-31780353000000.000000,-23900871000000.000000,-2033572000000.000000,-1664347000000.000000,-1961980000000.000000,-882780000000.000000,-271912000000.000000,-1064891000000.000000,-31780353000000.000000,518101000000.000000,729214000000.000000,241189000000.000000,,488025000000.000000,729214000000.000000,,1247315000000.000000,-345315000000.000000,902000000000.000000,-9025000000.000000,892975000000.000000,902000000000.000000,844563000000.000000,57437000000.000000,902000000000.000000,892975000000.000000,931448000000.000000,-38473000000.000000,892975000000.000000
12M 2023,26478526000000.000000,18035097000000.000000,5852771000000.000000,813189000000.000000,441272000000.000000,25346000000.000000,1310851000000.000000,26478526000000.000000,-25496411000000.000000,-16752587000000.000000,-2238830000000.000000,-1973058000000.000000,-2176654000000.000000,-1525009000000.000000,-449330000000.000000,-380943000000.000000,-25496411000000.000000,982115000000.000000,302142000000.000000,197591000000.000000,,104551000000.000000,302142000000.000000,,1284257000000.000000,-95542000000.000000,1188715000000.000000,109683000000.000000,1298398000000.000000,1188715000000.000000,1168946000000.000000,19769000000.000000,1188715000000.000000,1298398000000.000000,1154288000000.000000,144110000000.000000,1298398000000.000000
12M 2024,26292631000000.000000,17184184000000.000000,5970716000000.000000,642182000000.000000,643171000000.000000,,1852378000000.000000,26292631000000.000000,-25927918000000.000000,-17054079000000.000000,-2927097000000.000000,-2230875000000.000000,-2346478000000.000000,-503388000000.000000,-661602000000.000000,-204399000000.000000,-25927918000000.000000,364713000000.000000,754923000000.000000,163953000000.000000,,590970000000.000000,754923000000.000000,,1119636000000.000000,-222353000000.000000,897283000000.000000,-236067000000.000000,661216000000.000000,897283000000.000000,840797000000.000000,56486000000.000000,897283000000.000000,661216000000.000000,629256000000.000000,31960000000.000000,661216000000.000000
