Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2017,1 B,(0 B),1 B,0.71
12M 2018,(0 B),,(0 B),-0.32
12M 2019,7 B,(3 B),4 B,2.21
12M 2020,(18 B),(36 B),(54 B),-27.97
12M 2021,108 B,(325 B),(217 B),-106.06
12M 2022,55 B,(498 B),(443 B),-196.30
12M 2023,225 B,(237 B),(12 B),-5.32
12M 2024,419 B,"(1,168 B)",(749 B),-317.59
