Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Pendapatan Keuangan,Beban Keuangan,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Pajak Kini,Final,Total Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Adjustment,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,4626655858.000000,-1801393784.000000,2825262074.000000,-2277441915.000000,-99617197.000000,-2156112156.000000,-21712562.000000,-2277441915.000000,547820159.000000,-7132051.000000,2691618.000000,-9823669.000000,-7132051.000000,540688108.000000,-178343550.000000,-178343550.000000,,-178343550.000000,362344558.000000,-11089523.000000,351255035.000000,362344558.000000,362344558.000000,,362344558.000000,351255035.000000,351255035.000000,,,351255035.000000
12M 2018,4950676200.000000,-1303112314.000000,3647563886.000000,24409134237.000000,-117226200.000000,-1834935883.000000,26361296320.000000,24409134237.000000,28056698123.000000,-2134524.000000,208256.000000,-2342780.000000,-2134524.000000,28054563599.000000,-216389478.000000,-216389478.000000,,-216389478.000000,27838174121.000000,13925416.000000,27852099537.000000,27838174121.000000,27838174121.000000,,27838174121.000000,27852099537.000000,27852099537.000000,,,27852099537.000000
12M 2019,36631309574.000000,-15694757256.000000,20936552318.000000,-9408047020.000000,-1328769655.000000,-6222175316.000000,-1857102049.000000,-9408047020.000000,11528505298.000000,-9260410385.000000,14217989494.000000,-23478399879.000000,-9260410385.000000,2268094913.000000,-97637804.000000,-68146979.000000,-29490825.000000,-97637804.000000,2170457109.000000,12787870.000000,2183244979.000000,2170457109.000000,2784552235.000000,-614095126.000000,2170457109.000000,2183244979.000000,2797340105.000000,-614095126.000000,,2183244979.000000
12M 2020,47504673355.000000,-20265751695.000000,27238921660.000000,-13377610728.000000,-246666415.000000,-12946981847.000000,-183962466.000000,-13377610728.000000,13861310932.000000,-10449514713.000000,16086230329.000000,-26535745042.000000,-10449514713.000000,3411796219.000000,-2487475520.000000,-2436313682.000000,-51161838.000000,-2487475520.000000,924320699.000000,-14959281.000000,909361418.000000,924320699.000000,2209353861.000000,-1285033162.000000,924320699.000000,909361418.000000,2194394580.000000,-1285033162.000000,,909361418.000000
12M 2021,390957116885.000000,-339277882390.000000,51679234495.000000,-30632599541.000000,-66512380.000000,-32835559064.000000,2269471903.000000,-30632599541.000000,21046634954.000000,3457996890.000000,20826542443.000000,-17368545553.000000,3457996890.000000,24504631844.000000,304354484.000000,314869507.000000,-10515023.000000,304354484.000000,24808986328.000000,102380495.000000,24911366823.000000,24808986328.000000,25819298323.000000,-1010311995.000000,24808986328.000000,24911366823.000000,25921678818.000000,-1010311995.000000,,24911366823.000000
12M 2022,461252677984.000000,-352488820130.000000,108763857854.000000,-16005794849.000000,-122952345.000000,-49757260853.000000,33874418349.000000,-16005794849.000000,92758063005.000000,-38575647410.000000,6469297610.000000,-45044945020.000000,-38575647410.000000,54182415595.000000,4263810648.000000,4268160588.000000,-4349940.000000,4263810648.000000,58446226243.000000,51521115.000000,58497747358.000000,58446226243.000000,58489834454.000000,-43608211.000000,58446226243.000000,58497747358.000000,58541355569.000000,-43608211.000000,,58497747358.000000
12M 2023,439326367240.000000,-267350511060.000000,171975856180.000000,-46672177924.000000,-78014659.000000,-48145414864.000000,1551251599.000000,-46672177924.000000,125303678256.000000,-57726052927.000000,186400180.000000,-57912453107.000000,-57726052927.000000,67577625329.000000,-9320904224.000000,-9318897299.000000,-2006925.000000,-9320904224.000000,58256721105.000000,-80449038.000000,58176272067.000000,58256721105.000000,58543329595.000000,-286608490.000000,58256721105.000000,58176272067.000000,58462880557.000000,-286608490.000000,,58176272067.000000
12M 2024,671854001272.000000,-257080687384.000000,414773313888.000000,-69882057838.000000,,-68674526161.000000,-1207531677.000000,-69882057838.000000,344891256050.000000,-72510568101.000000,538954781.000000,-73049522882.000000,-72510568101.000000,272380687949.000000,-43102216446.000000,-43102216446.000000,,-43102216446.000000,229278471503.000000,419799866.000000,229698271369.000000,229278471503.000000,231186780014.000000,-1908308511.000000,229278471503.000000,229698271369.000000,231600751380.000000,-1902480011.000000,,229698271369.000000
