Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Piutang Pihak Berelasi,Aset Tetap,Aset Pajak Tangguhan,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Utang Bank Jangka Pendek,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Pembiayaan Konsumen,Utang Bank Jangka Panjang,Others,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pihak Berelasi,Utang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Utang Lain-Lain,Liabilitas Pajak Tangguhan,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Pembiayaan Konsumen,Utang Obligasi,Utang Bank Jangka Panjang,Others,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,1315436069.000000,3080963715.000000,1271639800.000000,1809323915.000000,3080963715.000000,,,,,5315943514.000000,940266896.000000,10652610194.000000,,,1078978089.000000,118532221.000000,,1197510310.000000,11850120504.000000,,,10393036225.000000,,,1852093000.000000,1852093000.000000,,8159756875.000000,,8159756875.000000,231186350.000000,150000000.000000,,,,,,,,10393036225.000000,151092455.000000,,,,,,,,,,,,,151092455.000000,151092455.000000,10544128680.000000,,750000000.000000,3125956639.000000,-2569964815.000000,,,1305991824.000000,11850120504.000000,1507500000.000000
12M 2018,,,830867510.000000,3255414147.000000,,3255414147.000000,3255414147.000000,5600000.000000,,5600000.000000,5600000.000000,5153607243.000000,1837161445.000000,11082650345.000000,,236908995890.000000,735081695.000000,147160456.000000,,237791238041.000000,248873888386.000000,,,9047667273.000000,,,2755525900.000000,2755525900.000000,,5405391675.000000,176125096.000000,5581516771.000000,485624602.000000,225000000.000000,,,,,,,,9047667273.000000,210668129752.000000,210519936353.000000,,,,,,,,,,,,148193399.000000,210668129752.000000,219715797025.000000,,750000000.000000,3125956639.000000,25282134722.000000,,,29158091361.000000,248873888386.000000,1507500000.000000
12M 2019,,,6377010287.000000,29951973107.000000,24034750255.000000,5917222852.000000,29951973107.000000,1500000.000000,,1500000.000000,1500000.000000,3776111754.000000,3350529957.000000,43457125105.000000,,280792247487.000000,92522756129.000000,182631103.000000,2430000000.000000,375927634719.000000,419384759824.000000,,,193391735914.000000,,4667696423.000000,14317736.000000,4682014159.000000,,,41334300.000000,41334300.000000,2883223098.000000,687917243.000000,175000000000.000000,,,,10097247114.000000,10097247114.000000,,193391735914.000000,193417822570.000000,163503474088.000000,,,,,,,,,,29870739060.000000,29870739060.000000,43609422.000000,193417822570.000000,386809558484.000000,,750000000.000000,3125956639.000000,28079474827.000000,619769874.000000,,32575201340.000000,419384759824.000000,1947077000.000000
12M 2020,,,26212493430.000000,21161532081.000000,11082380160.000000,10079151921.000000,21161532081.000000,54354902.000000,54354902.000000,,54354902.000000,3612032330.000000,66323187850.000000,117363600593.000000,,284399555477.000000,105483450938.000000,240469424.000000,3013200000.000000,393136675839.000000,510500276432.000000,,,49826734387.000000,,5937180423.000000,1278033321.000000,7215213744.000000,,,103071866.000000,103071866.000000,1217045220.000000,453261339.000000,25000000000.000000,,,,14768004751.000000,14768004751.000000,1070137467.000000,49826734387.000000,47451557215.000000,20884469277.000000,,,,,,,,,,26277312909.000000,26277312909.000000,289775029.000000,47451557215.000000,97278291602.000000,,194707700000.000000,188611678711.000000,30273869407.000000,-371263288.000000,,413221984830.000000,510500276432.000000,1947077000.000000
12M 2021,,,10565474157.000000,25830523681.000000,,25830523681.000000,25830523681.000000,,,,,3551534255.000000,56901398933.000000,96848931026.000000,,250341415974.000000,531753894325.000000,1285367542.000000,16079842009.000000,799460519850.000000,896309450876.000000,,,87198032789.000000,,,19247170185.000000,19247170185.000000,,,654300482.000000,654300482.000000,6106357807.000000,629500000.000000,25000000000.000000,,542046266.000000,12663822015.000000,22183364267.000000,35389232548.000000,171471767.000000,87198032789.000000,293156019181.000000,26383028997.000000,,,,,,,633883714.000000,,117482055905.000000,147618985245.000000,265734924864.000000,1038065320.000000,293156019181.000000,380354051970.000000,,205029228600.000000,249508697451.000000,56195548225.000000,2316285251.000000,2905639379.000000,515955398906.000000,896309450876.000000,2050292286.000000
12M 2022,,,20928775242.000000,103324783648.000000,,103324783648.000000,103324783648.000000,,,,,,94865123338.000000,219118682228.000000,,120262110434.000000,1047098918816.000000,6103478473.000000,15151203835.000000,1188615711558.000000,1407734393786.000000,,,131024915221.000000,,4218000000.000000,15723152532.000000,19941152532.000000,,,302529448.000000,302529448.000000,10638891797.000000,2892816445.000000,,,583314546.000000,55988317561.000000,30275087517.000000,86846719624.000000,10402805375.000000,131024915221.000000,663982480493.000000,3613786228.000000,,,,,,,50569168.000000,,327753393233.000000,242004704725.000000,569808667126.000000,90560027139.000000,663982480493.000000,795007395714.000000,,225532128700.000000,267141192041.000000,114736903794.000000,2411134158.000000,2905639379.000000,612726998072.000000,1407734393786.000000,2255321287.000000
12M 2023,,,40072539130.000000,90952347081.000000,,90952347081.000000,90952347081.000000,,,,,,131808109189.000000,262832995400.000000,,,1198007694498.000000,1522094349.000000,101866830299.000000,1301396619146.000000,1564229614546.000000,,,222841096106.000000,,,48646099251.000000,48646099251.000000,,,708547902.000000,708547902.000000,24623870445.000000,2758312148.000000,,,39050233.000000,76527008920.000000,33006777785.000000,109572836938.000000,36531429422.000000,222841096106.000000,598742544193.000000,10358361195.000000,,,,,,,,,260319583906.000000,226959178041.000000,487278761947.000000,101105421051.000000,598742544193.000000,821583640299.000000,,225532128700.000000,267141192041.000000,173199784351.000000,2083898186.000000,74688970969.000000,742645974247.000000,1564229614546.000000,2255321287.000000
12M 2024,,,18495026165.000000,136493664425.000000,,136493664425.000000,136493664425.000000,,,,,,431358510061.000000,586347200651.000000,,,2299004659722.000000,1177123782.000000,20886748219.000000,2321068531723.000000,2907415732374.000000,,,583511605222.000000,,,33001370287.000000,33001370287.000000,,,8029839382.000000,8029839382.000000,112370069339.000000,5109714952.000000,,,386633823.000000,138055277673.000000,109635954327.000000,248077865823.000000,176922745439.000000,583511605222.000000,1354060797961.000000,39377574929.000000,,,301212468808.000000,301212468808.000000,4589056790.000000,,726049149.000000,447452484087.000000,237250226847.000000,192737846669.000000,878166606752.000000,130715090682.000000,1354060797961.000000,1937572403183.000000,,235935511800.000000,328521140531.000000,402299619306.000000,181418175.000000,2905639379.000000,969843329191.000000,2907415732374.000000,2359355118.000000
