Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2016,49 B,(4 B),45 B,55.79
12M 2017,(25 B),(0 B),(25 B),-31.42
12M 2018,3 B,(1 B),2 B,2.03
12M 2019,23 B,(2 B),20 B,25.47
12M 2020,(6 B),(1 B),(7 B),-8.31
12M 2021,105 B,(2 B),103 B,128.96
12M 2022,(68 B),(0 B),(69 B),-85.64
12M 2023,33 B,(43 B),(10 B),-12.82
