Period,Aset,Kas Dan Setara Kas,Piutang Pembiayaan Konsumen,Piutang Sewa Pembiayaan,Aset Pajak Tangguhan,Aset Tetap,Others,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Utang Bank,Utang Lembaga Keuangan Lain,Utang Pajak,Beban Akrual,Utang Lain-Lain,Dana Syirkah Temporer,Others,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2016,,46562449648.000000,130228772813.000000,80883242994.000000,650649995.000000,8494632181.000000,1455106200.000000,268274853831.000000,,,2073540498.000000,,365443887.000000,42500000.000000,2505469869.000000,19108501038.000000,9044631501.000000,33140086793.000000,,40000000000.000000,,188625767038.000000,8000000000.000000,180625767038.000000,188625767038.000000,6509000000.000000,235134767038.000000,268274853831.000000,800000000.000000
12M 2017,,18083381861.000000,217097913180.000000,37231515905.000000,729687908.000000,7948544462.000000,710751324.000000,281801794640.000000,,,8389305466.000000,,1195047327.000000,45000000.000000,4251690427.000000,9472222137.000000,9614959329.000000,32968224686.000000,,40000000000.000000,,202324569954.000000,8000000000.000000,194324569954.000000,202324569954.000000,6509000000.000000,248833569954.000000,281801794640.000000,800000000.000000
12M 2018,,27502816290.000000,248744975273.000000,25263396731.000000,794748885.000000,8251749523.000000,517005532.000000,311074692234.000000,,,25628677945.000000,,1333169824.000000,293872958.000000,3299134113.000000,,13993280608.000000,44548135448.000000,,40000000000.000000,,220017556786.000000,8000000000.000000,212017556786.000000,220017556786.000000,6509000000.000000,266526556786.000000,311074692234.000000,800000000.000000
12M 2019,,30650848350.000000,252689241301.000000,18584379775.000000,2190084760.000000,8826361701.000000,1303912448.000000,314244828335.000000,,,8635369894.000000,,2688533699.000000,88000000.000000,3680495535.000000,,14719180205.000000,29811579333.000000,,40000000000.000000,,237924249002.000000,8000000000.000000,229924249002.000000,237924249002.000000,6509000000.000000,284433249002.000000,314244828335.000000,800000000.000000
12M 2020,,23024317771.000000,251012652943.000000,37996605813.000000,3484935006.000000,8612648636.000000,1394125453.000000,325525285622.000000,,,7428108940.000000,707198380.000000,1823630121.000000,88000000.000000,3123070960.000000,,9537514584.000000,22707522985.000000,,40000000000.000000,,256308762637.000000,8000000000.000000,248308762637.000000,256308762637.000000,6509000000.000000,302817762637.000000,325525285622.000000,800000000.000000
12M 2021,,127304072697.000000,180513859103.000000,29961294710.000000,3422904559.000000,8770292619.000000,968997162.000000,350941420850.000000,,,7950000000.000000,394515895.000000,2109789650.000000,80000000.000000,4311163385.000000,,9242709003.000000,24088177933.000000,,40000000000.000000,,280344242917.000000,8000000000.000000,272344242917.000000,280344242917.000000,6509000000.000000,326853242917.000000,350941420850.000000,800000000.000000
12M 2022,,56458816051.000000,239958398283.000000,65517393918.000000,3525031497.000000,7414408873.000000,1803469475.000000,374677518097.000000,,,7039203867.000000,58414912.000000,2560764387.000000,110000000.000000,2926809926.000000,,10920293972.000000,23615487064.000000,,40000000000.000000,,304553031033.000000,8000000000.000000,296553031033.000000,304553031033.000000,6509000000.000000,351062031033.000000,374677518097.000000,800000000.000000
12M 2023,,71690514795.000000,226240061146.000000,75355458477.000000,3666027451.000000,49260440143.000000,1321036136.000000,427533538148.000000,,,32581923047.000000,,3124411405.000000,40000000.000000,3383323796.000000,,11150270617.000000,50279928865.000000,,40000000000.000000,,330744609283.000000,8000000000.000000,322744609283.000000,330744609283.000000,6509000000.000000,377253609283.000000,427533538148.000000,800000000.000000
12M 2024,,133925595152.000000,189431055653.000000,45500235252.000000,3822853525.000000,54119827973.000000,1107682703.000000,427907250258.000000,,,5000000000.000000,,3009038904.000000,45000000.000000,3354483708.000000,,11497815905.000000,22906338517.000000,,40000000000.000000,,358491911741.000000,8000000000.000000,350491911741.000000,358491911741.000000,6509000000.000000,405000911741.000000,427907250258.000000,800000000.000000
