Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2018,13 B,(54 B),(41 B),37432.30
12M 2019,5 B,(41 B),(36 B),0.00
12M 2020,23 B,(12 B),12 B,10.67
12M 2021,34 B,(6 B),28 B,12.72
12M 2022,12 B,(5 B),7 B,4.99
12M 2023,(11 B),(4 B),(15 B),-5.44
12M 2024,7 B,(4 B),2 B,0.00
