Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Berelasi,Pihak Ketiga,Total Piutang Usaha,Piutang Lain-Lain,Pihak Berelasi,Pihak Ketiga,Total Piutang Lain-Lain,Piutang Pihak Berelasi,Persediaan,Aset Real Estat,Others,Total Persediaan,Tanah Untuk Dikembangkan,Others,Total Aset Lancar,Aset Tidak Lancar,Tanah Untuk Dikembangkan,Aset Tetap,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Usaha,Pihak Berelasi,Pihak Ketiga,Total Utang Usaha,Utang Pihak Berelasi,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Utang Pihak Berelasi,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Telah Ditentukan Penggunaannya,Belum Ditentukan Penggunaannya,Kepentingan Non Pengendali,Total Saldo Laba,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2018,,,6172149320.000000,21557013783.000000,,21557013783.000000,21557013783.000000,224664940.000000,,,224664940.000000,,89699685763.000000,26139073294.000000,63560612469.000000,89699685763.000000,,40499090.000000,117694012896.000000,,356438281763.000000,713717557.000000,,357151999320.000000,474846012216.000000,,,54442359481.000000,,,2885047481.000000,2885047481.000000,13458507434.000000,2335520068.000000,4215078.000000,,24000000000.000000,107844263.000000,24107844263.000000,11651225157.000000,54442359481.000000,20279288632.000000,,,14813857144.000000,43668420.000000,14857525564.000000,5421763068.000000,20279288632.000000,74721648113.000000,,347200000000.000000,,52370008159.000000,,,,52370008159.000000,554355944.000000,400124364103.000000,474846012216.000000,347200.000000
12M 2019,,,59486819481.000000,20250496688.000000,,20250496688.000000,20250496688.000000,248561176.000000,,,248561176.000000,,167570413286.000000,102935635126.000000,64634778160.000000,167570413286.000000,22814406539.000000,79183254.000000,270449880424.000000,,368141779076.000000,780681599.000000,19693765492.000000,388616226167.000000,659066106591.000000,,,64675232960.000000,,,3292298000.000000,3292298000.000000,18377732514.000000,3729633425.000000,98022777.000000,,28396000000.000000,84275933.000000,28480275933.000000,10697270311.000000,64675232960.000000,86164788119.000000,,,78682945142.000000,152278157.000000,78835223299.000000,7329564820.000000,86164788119.000000,150840021079.000000,,439507600000.000000,-2151994064.000000,55987013341.000000,,,14358050607.000000,55987013341.000000,525415628.000000,493868034905.000000,644708055984.000000,2197538000.000000
12M 2020,,,44732875541.000000,25590830599.000000,,25590830599.000000,25590830599.000000,989720312.000000,,,989720312.000000,,202928808417.000000,137769214829.000000,65159593588.000000,202928808417.000000,,899179225.000000,275141414094.000000,,371980443989.000000,511559542.000000,15744636378.000000,388236639909.000000,663378054003.000000,,,64235790809.000000,,,29623525730.000000,29623525730.000000,17762312299.000000,2977340705.000000,3139867874.000000,,560000000.000000,40607511.000000,600607511.000000,10132136690.000000,64235790809.000000,90639645814.000000,,,83298486981.000000,111670654.000000,83410157635.000000,7229488179.000000,90639645814.000000,154875436623.000000,,439508141000.000000,-2150695664.000000,70111394392.000000,419467182.000000,53491361267.000000,16200565943.000000,70111394392.000000,1033777652.000000,508502617380.000000,663378054003.000000,2197538000.000000
12M 2021,,,39891406609.000000,18665132963.000000,,18665132963.000000,18665132963.000000,1926260767.000000,,,1926260767.000000,,173674101915.000000,112407671759.000000,61266430156.000000,173674101915.000000,,1650317337.000000,235807219591.000000,,377534645278.000000,486188201.000000,19715337930.000000,397736171409.000000,633543391000.000000,,,65421893785.000000,,,25434339497.000000,25434339497.000000,,3053100066.000000,2007074162.000000,,24611338768.000000,40607511.000000,24651946279.000000,10275433781.000000,65421893785.000000,56750120255.000000,14007975171.000000,,35182469981.000000,71063143.000000,35253533124.000000,7488611960.000000,56750120255.000000,122172014040.000000,,439508141000.000000,-2150695664.000000,72910942749.000000,540820290.000000,54687646428.000000,17682476031.000000,72910942749.000000,1102988875.000000,511371376960.000000,633543391000.000000,2197538000.000000
12M 2022,,,25468614912.000000,15934253187.000000,,15934253187.000000,15934253187.000000,2885056937.000000,,,2885056937.000000,,169059810630.000000,108036523985.000000,61023286645.000000,169059810630.000000,,5264316412.000000,218612052078.000000,,360600249817.000000,1568134093.000000,24720209207.000000,386888593117.000000,605500645195.000000,,,29108285618.000000,,,16844788470.000000,16844788470.000000,,2278969981.000000,1140631174.000000,,1500000000.000000,40607511.000000,1540607511.000000,7303288482.000000,29108285618.000000,63614439145.000000,10672674956.000000,,45083701255.000000,30455632.000000,45114156887.000000,7827607302.000000,63614439145.000000,92722724763.000000,,439508141000.000000,-2150695664.000000,74353324505.000000,1000000000.000000,54190903094.000000,19162421411.000000,74353324505.000000,1067150591.000000,512777920432.000000,605500645195.000000,2197540705.000000
12M 2023,,,28663016900.000000,13388142918.000000,,13388142918.000000,13388142918.000000,4985033172.000000,,,4985033172.000000,,169132009171.000000,108173754145.000000,60958255026.000000,169132009171.000000,,9427852285.000000,225596054446.000000,,352540584133.000000,2966651403.000000,26919128051.000000,382426363587.000000,608022418033.000000,,,19731373755.000000,,,8884835165.000000,8884835165.000000,,130838360.000000,407613944.000000,,2200000000.000000,224481177.000000,2424481177.000000,7883605109.000000,19731373755.000000,84315216029.000000,9199674955.000000,,66235782915.000000,729564585.000000,66965347500.000000,8150193574.000000,84315216029.000000,104046589784.000000,,439508141000.000000,-2150695664.000000,65579414217.000000,1000000000.000000,45054305703.000000,19525108514.000000,65579414217.000000,1038968696.000000,503975828249.000000,608022418033.000000,2197540705.000000
12M 2024,,,12047928171.000000,12662053315.000000,,12662053315.000000,12662053315.000000,4808754683.000000,,,4808754683.000000,,173097834679.000000,115300445296.000000,57797389383.000000,173097834679.000000,,9067079985.000000,211683650833.000000,,359585079724.000000,2199559928.000000,10400881455.000000,372185521107.000000,583869171940.000000,,,23279887733.000000,,,11517964039.000000,11517964039.000000,,155342597.000000,598735717.000000,,2900000000.000000,240223252.000000,3140223252.000000,7867622128.000000,23279887733.000000,64949595950.000000,12154224955.000000,,43978417907.000000,489341333.000000,44467759240.000000,8327611755.000000,64949595950.000000,88229483683.000000,,439508141000.000000,-2150695664.000000,57275096674.000000,1000000000.000000,36112561519.000000,20162535155.000000,57275096674.000000,1007146247.000000,495639688257.000000,583869171940.000000,2197540705.000000
