Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2008,0.95,976.21,5.47,169.91,"11,379 B","7,201 B","18,579 B","14,308 B","(1,939 B)"
12M 2009,3.07,1156.61,9.44,376.16,"6,718 B","10,558 B","17,276 B","12,801 B","1,796 B"
12M 2010,2.55,1911.60,4.05,1204.31,"5,073 B","9,253 B","14,326 B","3,887 B","10,219 B"
12M 2011,2.08,2209.10,3.03,1516.98,"8,012 B","7,598 B","15,610 B","2,561 B","11,670 B"
12M 2012,2.42,2415.45,3.36,1738.51,"6,970 B","8,354 B","15,324 B","1,981 B","13,122 B"
12M 2013,2.45,2693.33,3.27,2021.11,"12,032 B","15,840 B","27,872 B","14,205 B","12,993 B"
12M 2014,2.31,2927.00,3.13,2159.61,"10,096 B","17,361 B","27,457 B","13,299 B","18,314 B"
12M 2015,1.67,3105.70,2.20,2353.48,"10,712 B","17,233 B","27,945 B","14,869 B","17,709 B"
12M 2016,2.40,3299.87,3.07,2581.62,"10,534 B","12,430 B","22,964 B","9,602 B","9,766 B"
12M 2017,2.15,3550.95,2.64,2890.52,"12,713 B","11,959 B","24,672 B","10,982 B","10,878 B"
12M 2018,1.95,3828.32,2.41,3092.91,"22,240 B","7,733 B","29,972 B","21,163 B","2,069 B"
12M 2019,1.84,4302.52,2.21,0.00,"14,022 B","9,458 B","23,480 B","9,735 B","6,717 B"
12M 2020,1.42,4826.00,-3.77,-1816.26,"14,713 B","39,081 B","53,795 B","36,458 B","10,442 B"
12M 2021,1.15,5496.85,-5.60,-1130.23,"17,317 B","45,074 B","62,391 B","32,913 B","13,780 B"
12M 2022,1.10,6132.26,-14.38,-467.73,"16,882 B","49,774 B","66,656 B","40,710 B","24,151 B"
12M 2023,0.96,6741.47,40.60,158.86,"18,266 B","46,814 B","65,081 B","36,505 B","30,187 B"
12M 2024,1.04,7415.76,9.08,848.32,"21,573 B","49,661 B","71,234 B","32,524 B","42,671 B"
