Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Beban Penjualan,Beban Umum Dan Administrasi,Others,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Pra Akuisisi,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Others,Total Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,7480628488726.000000,-5058274641733.000000,2422353846993.000000,-1821386422054.000000,-1187581583809.000000,-608794410815.000000,-25010427430.000000,-1821386422054.000000,600967424939.000000,-101359678115.000000,-112224745801.000000,10865067686.000000,,-101359678115.000000,499607746824.000000,-123640936185.000000,-18456334830.000000,357510475809.000000,-30313239750.000000,-30313239750.000000,-30313239750.000000,327197236059.000000,357510475809.000000,341520794137.000000,15989681672.000000,357510475809.000000,327197236059.000000,313586623803.000000,13610612256.000000,327197236059.000000
12M 2018,8048946664266.000000,-5495794976776.000000,2553151687490.000000,-1905573473230.000000,-1361526966344.000000,-574981396400.000000,30934889514.000000,-1905573473230.000000,647578214260.000000,-65071307931.000000,-71263058866.000000,6191750935.000000,,-65071307931.000000,582506906329.000000,-157025309219.000000,,425481597110.000000,15495753458.000000,15495753458.000000,15495753458.000000,440977350568.000000,425481597110.000000,404926053034.000000,20555544076.000000,425481597110.000000,440977350568.000000,416405227661.000000,24572122907.000000,440977350568.000000
12M 2019,8438631355699.000000,-5910489349236.000000,2528142006463.000000,-1855478609012.000000,-1355631464428.000000,-554177456534.000000,54330311950.000000,-1855478609012.000000,672663397451.000000,-92096391606.000000,-107016525972.000000,14920134366.000000,,-92096391606.000000,580567005845.000000,-144800646365.000000,,435766359480.000000,-27274323223.000000,-27274323223.000000,-27274323223.000000,408492036257.000000,435766359480.000000,416859403048.000000,18906956432.000000,435766359480.000000,408492036257.000000,393229226509.000000,15262809748.000000,408492036257.000000
12M 2020,7711334590144.000000,-5568907814506.000000,2142426775638.000000,-1691015074893.000000,-1111326412293.000000,-603575877329.000000,23887214729.000000,-1691015074893.000000,451411700745.000000,-111426803582.000000,-135030671665.000000,23603868083.000000,,-111426803582.000000,339984897163.000000,-94881135256.000000,,245103761907.000000,-56188699434.000000,-56188699434.000000,-56188699434.000000,188915062473.000000,245103761907.000000,259412261010.000000,-14308499103.000000,245103761907.000000,188915062473.000000,208980457504.000000,-20065395031.000000,188915062473.000000
12M 2021,8799579901024.000000,-6379825025746.000000,2419754875278.000000,-1636989197515.000000,-1177307260996.000000,-532557523002.000000,72875586483.000000,-1636989197515.000000,782765677763.000000,-150111171452.000000,-171077247615.000000,20966076163.000000,,-150111171452.000000,632654506311.000000,-140016834125.000000,,492637672186.000000,-36545230215.000000,-36545230215.000000,-36545230215.000000,456092441971.000000,492637672186.000000,424826659580.000000,67811012606.000000,492637672186.000000,456092441971.000000,391912510952.000000,64179931019.000000,456092441971.000000
12M 2022,10510942813705.000000,-7853878614261.000000,2657064199444.000000,-1841741298730.000000,-1369072801517.000000,-575590478365.000000,102921981152.000000,-1841741298730.000000,815322900714.000000,-141071436051.000000,-156682643155.000000,15611207104.000000,,-141071436051.000000,674251464663.000000,-152537429078.000000,,521714035585.000000,11911913758.000000,11911913758.000000,11911913758.000000,533625949343.000000,521714035585.000000,425208267424.000000,96505768161.000000,521714035585.000000,533625949343.000000,435857146111.000000,97768803232.000000,533625949343.000000
12M 2023,10543572559649.000000,-7670055478763.000000,2873517080886.000000,-1955397255887.000000,-1419718344998.000000,-559834724022.000000,24155813133.000000,-1955397255887.000000,918119824999.000000,-135103196451.000000,-165903919856.000000,30800723405.000000,,-135103196451.000000,783016628548.000000,-181549335257.000000,,601467293291.000000,19739283235.000000,19739283235.000000,19739283235.000000,621206576526.000000,601467293291.000000,580412724554.000000,21054568737.000000,601467293291.000000,621206576526.000000,599819026303.000000,21387550223.000000,621206576526.000000
12M 2024,12235369422252.000000,-8742100051238.000000,3493269371014.000000,-2518669528332.000000,-1827165881305.000000,-751445882181.000000,59942235154.000000,-2518669528332.000000,974599842682.000000,-115720833412.000000,-183200444803.000000,54283036118.000000,13196575273.000000,-115720833412.000000,858879009270.000000,-171684464786.000000,,687194544484.000000,4597141843.000000,4597141843.000000,4597141843.000000,691791686327.000000,687194544484.000000,624470577279.000000,62723967205.000000,687194544484.000000,691791686327.000000,628955256281.000000,62836430046.000000,691791686327.000000
