Period,Aset,Aset Lancar,Kas Dan Setara Kas,Piutang Usaha,Pihak Ketiga,Pihak Berelasi,Total Piutang Usaha,Piutang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Piutang Lain-Lain,Persediaan,Others,Total Aset Lancar,Aset Tidak Lancar,Aset Tetap,Goodwill,Aset Pajak Tangguhan,Aset Tak Berwujud,Others,Total Aset Tidak Lancar,Total Aset,Liabilitas Dan Ekuitas,Liabilitas,Liabilitas Jangka Pendek,Utang Bank Jangka Pendek,Utang Usaha,Pihak Ketiga,Pihak Berelasi,Total Utang Usaha,Utang Lain-Lain,Pihak Ketiga,Pihak Berelasi,Total Utang Lain-Lain,Utang Pajak,Beban Akrual,Bagian Lancar Atas Liabilitas Jangka Panjang,Wesel Bayar,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Total Bagian Lancar Atas Liabilitas Jangka Panjang,Others,Total Liabilitas Jangka Pendek,Liabilitas Jangka Panjang,Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Wesel Bayar,Utang Bank Jangka Panjang,Utang Pembiayaan Konsumen,Utang Sewa Pembiayaan,Total Liabilitas Jangka Panjang - Setelah Dikurangi Bagian Yang Jatuh Tempo Dalam Satu Tahun,Liabilitas Pajak Tangguhan,Others,Total Liabilitas Jangka Panjang,Total Liabilitas,Ekuitas,Modal Saham,Tambahan Modal Disetor,Saldo Laba,Belum Ditentukan Penggunaannya,Telah Ditentukan Penggunaannya,Total Saldo Laba,Kepentingan Non Pengendali,Others,Total Ekuitas,Total Liabilitas Dan Ekuitas,Saham Beredar
12M 2017,,,130770954123.000000,500189973769.000000,480368565213.000000,19821408556.000000,500189973769.000000,87745795230.000000,8711514756.000000,79034280474.000000,87745795230.000000,725577285563.000000,62377868970.000000,1506661877655.000000,,1849249347370.000000,,69630769454.000000,28536633730.000000,110139463419.000000,2057556213973.000000,3564218091628.000000,,,1516184849187.000000,108794196898.000000,,605331857440.000000,126371617367.000000,731703474807.000000,,35831613199.000000,3118838347.000000,38950451546.000000,102029383111.000000,194416883927.000000,,52500000000.000000,206825709858.000000,2970128572.000000,8752072821.000000,271047911251.000000,69242547647.000000,1516184849187.000000,788853027488.000000,,267500000000.000000,443657980087.000000,2047829717.000000,11683409840.000000,724889219644.000000,,63963807844.000000,788853027488.000000,2305037876675.000000,,661673900100.000000,13239806438.000000,515988349024.000000,,,515988349024.000000,136598496975.000000,-68320337584.000000,1259180214953.000000,3564218091628.000000,6616739001.000000
12M 2018,,,217697179498.000000,443672549309.000000,437761876903.000000,5910672406.000000,443672549309.000000,42476588552.000000,6537142477.000000,35939446075.000000,42476588552.000000,810645851791.000000,56053600156.000000,1570545769306.000000,,2280734909765.000000,,62471084149.000000,34053507426.000000,264603035037.000000,2641862536377.000000,4212408305683.000000,,,1328163043500.000000,149644858345.000000,,666605564971.000000,145754064760.000000,812359629731.000000,,17742635026.000000,1490266291.000000,19232901317.000000,42823946169.000000,217027745450.000000,,,10992792228.000000,3791965189.000000,14858973312.000000,29643730729.000000,57430231759.000000,1328163043500.000000,394836785503.000000,,,301756500000.000000,4423097329.000000,28758446560.000000,334938043889.000000,,59898741614.000000,394836785503.000000,1722999829003.000000,,737958029100.000000,909288729834.000000,743914402058.000000,,,743914402058.000000,155088478645.000000,-56841162957.000000,2489408476680.000000,4212408305683.000000,7379580291.000000
12M 2019,,,485136396267.000000,482918390746.000000,463638235295.000000,19280155451.000000,482918390746.000000,175534841460.000000,147389418435.000000,28145423025.000000,175534841460.000000,804886752999.000000,51409727271.000000,1999886108743.000000,,2715366689138.000000,,35091083539.000000,29728972338.000000,282994818656.000000,3063181563671.000000,5063067672414.000000,,,1303881731637.000000,18119556791.000000,,690754418848.000000,144551714651.000000,835306133499.000000,,14779891526.000000,2064059422.000000,16843950948.000000,26891431423.000000,140463224648.000000,,,212333333335.000000,5295107301.000000,19465318741.000000,237093759377.000000,29163674951.000000,1303881731637.000000,993665175862.000000,,,880416666665.000000,4906895938.000000,35548130213.000000,920871692816.000000,,72793483046.000000,993665175862.000000,2297546907499.000000,,737958029100.000000,909288729834.000000,1035320940159.000000,1030320940159.000000,5000000000.000000,1035320940159.000000,163424405318.000000,-80471339496.000000,2765520764915.000000,5063067672414.000000,7379580291.000000
12M 2020,,,859338834174.000000,513796711089.000000,493259097479.000000,20537613610.000000,513796711089.000000,44339244393.000000,11725678878.000000,32613565515.000000,44339244393.000000,861818731958.000000,35030008661.000000,2314323530275.000000,,3217662289685.000000,735986807446.000000,38855984654.000000,22267178830.000000,241873850143.000000,4256646110758.000000,6570969641033.000000,,,1321529767664.000000,977054042.000000,,767045178861.000000,135177548239.000000,902222727100.000000,,31114232293.000000,4568261494.000000,35682493787.000000,42019248374.000000,200769858723.000000,,,12500000000.000000,5588155215.000000,20704364517.000000,38792519732.000000,101065865906.000000,1321529767664.000000,2355003084216.000000,,,2172617061393.000000,4645829487.000000,19163206880.000000,2196426097760.000000,,158576986456.000000,2355003084216.000000,3676532851880.000000,,737958029100.000000,909288729834.000000,1083643431337.000000,1073643431337.000000,10000000000.000000,1083643431337.000000,324528649360.000000,-160982050478.000000,2894436789153.000000,6570969641033.000000,7379580291.000000
12M 2021,,,904325920495.000000,614070144711.000000,561353851954.000000,52716292757.000000,614070144711.000000,59729066171.000000,17745860360.000000,41983205811.000000,59729066171.000000,1005419097716.000000,29892188727.000000,2613436417820.000000,,3194026759059.000000,656460352452.000000,23008425600.000000,,279670325212.000000,4153165862323.000000,6766602280143.000000,,,1771339531925.000000,61468520849.000000,,908140978151.000000,172873990724.000000,1081014968875.000000,,43018197272.000000,1771986506.000000,44790183778.000000,55574743737.000000,151663946696.000000,,,199551584094.000000,,,199551584094.000000,177275583896.000000,1771339531925.000000,1964604717806.000000,,,1877057609337.000000,,,1877057609337.000000,12086710909.000000,75460397560.000000,1964604717806.000000,3735944249731.000000,,737958029100.000000,795947602079.000000,1376546118279.000000,1364546118279.000000,12000000000.000000,1376546118279.000000,402012408516.000000,-281806127562.000000,3030658030412.000000,6766602280143.000000,36897901455.000000
12M 2022,,,1073175070556.000000,707918003514.000000,634257018030.000000,73660985484.000000,707918003514.000000,102944797880.000000,31599117789.000000,71345680091.000000,102944797880.000000,1273691356964.000000,36598146034.000000,3194327374948.000000,,3176839184209.000000,656460352452.000000,14599242815.000000,,285145779866.000000,4133044559342.000000,7327371934290.000000,,,1835096804319.000000,13888348777.000000,,997160900224.000000,187358286914.000000,1184519187138.000000,,62484053675.000000,1579528178.000000,64063581853.000000,87608756432.000000,161950134155.000000,,,169153700682.000000,,,169153700682.000000,153913095282.000000,1835096804319.000000,2140830627787.000000,,,2078566053623.000000,,,2078566053623.000000,13968302098.000000,48296272066.000000,2140830627787.000000,3975927432106.000000,,737958029100.000000,795947602079.000000,1628260960871.000000,1614260960871.000000,14000000000.000000,1628260960871.000000,502688719628.000000,-313410809494.000000,3351444502184.000000,7327371934290.000000,36897901455.000000
12M 2023,,,1116570091988.000000,808176515310.000000,745505858751.000000,62670656559.000000,808176515310.000000,58282916834.000000,12380175938.000000,45902740896.000000,58282916834.000000,1267810064381.000000,74465212096.000000,3325304800609.000000,,3112647063859.000000,656460352452.000000,20146517327.000000,,313149168441.000000,4102403102079.000000,7427707902688.000000,,,1872541607518.000000,,,709569717670.000000,270598499236.000000,980168216906.000000,,57525417000.000000,553405300.000000,58078822300.000000,129972655078.000000,252648807550.000000,,,289541771104.000000,,,289541771104.000000,162131334580.000000,1872541607518.000000,1645954908951.000000,,,1578864137777.000000,,,1578864137777.000000,2377571484.000000,64713199690.000000,1645954908951.000000,3518496516469.000000,,737958029100.000000,910496571900.000000,1986611813166.000000,1970611813166.000000,16000000000.000000,1986611813166.000000,475455944491.000000,-201310972438.000000,3909211386219.000000,7427707902688.000000,36897901455.000000
12M 2024,,,921535997879.000000,1159757898199.000000,988276761889.000000,171481136310.000000,1159757898199.000000,55385116161.000000,20657659491.000000,34727456670.000000,55385116161.000000,1416740515081.000000,76480806812.000000,3629900334132.000000,,3613353887144.000000,656460352452.000000,72975067883.000000,,459037125081.000000,4801826432560.000000,8431726766692.000000,,,2652170175224.000000,2696210400.000000,,1201635445030.000000,148471748164.000000,1350107193194.000000,,134039210332.000000,13432956.000000,134052643288.000000,88452502491.000000,471631266666.000000,,,365769587141.000000,,,365769587141.000000,239460772044.000000,2652170175224.000000,1773719796700.000000,,,1583889606871.000000,,,1583889606871.000000,24296747489.000000,165533442340.000000,1773719796700.000000,4425889971924.000000,,737958029100.000000,910496571900.000000,2279166116850.000000,2260166116850.000000,19000000000.000000,2279166116850.000000,372470974942.000000,-294254898024.000000,4005836794768.000000,8431726766692.000000,36897901455.000000
