Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,(20 B),(0 B),(20 B),-40.09
12M 2020,(51 B),(1 B),(51 B),-42.54
12M 2021,54 B,(1 B),53 B,43.40
12M 2022,409 B,(2 B),407 B,336.34
12M 2023,(91 B),(0 B),(91 B),-75.53
12M 2024,(73 B),11 B,(62 B),-51.53
