Period,Total Pendapatan,Total Beban Pokok Penjualan,Laba Kotor,Total Beban Usaha,Laba Usaha,Penghasilan/Beban Lain-Lain,Beban Keuangan,Pendapatan Keuangan,Laba (Rugi) Atas Penjualan Aset Tetap,Others,Total Penghasilan/Beban Lain-Lain,Laba Sebelum Pajak,Beban Pajak Penghasilan,Laba Bersih Tahun Berjalan,Pendapatan Komprehensif Lain,Jumlah Laba Komprehensif,Laba Bersih Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Bersih Yang Dapat Diatribusikan Kepada,Laba Komprehensif Yang Dapat Diatribusikan Kepada,Pemilik Entitas Induk,Kepentingan Non-Pegendali,Total Laba Komprehensif Yang Dapat Diatribusikan Kepada
12M 2017,80112452520.000000,-49058910824.000000,31053541696.000000,-17588368952.000000,13465172744.000000,-9531625730.000000,-9875860169.000000,48021800.000000,225000000.000000,71212639.000000,-9531625730.000000,3933547014.000000,-1075673801.000000,2857873213.000000,14665080719.000000,17522953932.000000,2857873213.000000,2857873213.000000,,2857873213.000000,17522953932.000000,17522953932.000000,,17522953932.000000
12M 2018,73286561591.000000,-46041804323.000000,27244757268.000000,-16843161088.000000,10401596180.000000,-8959023818.000000,-9107336373.000000,23029429.000000,-48821699.000000,174104825.000000,-8959023818.000000,1442572362.000000,-642425671.000000,800146691.000000,8078824673.000000,8878971364.000000,800146691.000000,800146691.000000,,800146691.000000,8878971364.000000,8878971364.000000,,8878971364.000000
12M 2019,74877988354.0,-44189037615.0,30688950739.0,-19344590119.0,11344360620.0,-9857394643.0,-8573315430.0,11726768.0,-688966868.0,-606839113.0,-9857394643.0,1486965977.0,-930697439.0,556268538.0,8945006542.0,9501275080.0,556268538.0,570920377.0,-14651839.0,556268538.0,9501275080.0,9515926919.0,-14651839.0,9501275080.0
12M 2020,66104105988.000000,-44370113816.000000,21733992172.000000,-17919715330.000000,3814276842.000000,-8771099452.000000,-7809526158.000000,54269505.000000,,-1015842799.000000,-8771099452.000000,-4956822610.000000,31457007.000000,-4925365603.000000,7241258697.000000,2315893094.000000,-4925365603.000000,-4902665874.000000,-22699729.000000,-4925365603.000000,2315893094.000000,2338592823.000000,-22699729.000000,2315893094.000000
