Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2017,0.53,0.37,0.98,2.17,0.0,0.0,0.95,0.45,1.17
12M 2018,0.71,0.34,0.56,1.69,0.0,0.0,0.52,0.33,0.69
12M 2019,1.5,0.58,0.64,1.75,0.0,0.0,0.63,0.37,0.75
12M 2020,1.33,0.4,0.58,1.74,0.0,0.0,0.57,0.33,0.74
