Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2020,1.12,0.6,5.55,18.51,0.0,0.0,5.21,0.3,17.51
12M 2021,1.28,0.66,2.11,6.88,0.0,0.0,1.96,0.31,5.88
12M 2022,1.27,0.69,1.37,5.14,0.0,0.0,1.27,0.27,4.14
12M 2023,1.17,0.47,0.96,3.91,0.0,0.0,0.91,0.24,2.91
12M 2024,1.86,1.18,0.65,2.02,0.0,0.0,-0.01,0.32,1.02
