Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,27 B,(78 B),(51 B),-254029925.00
12M 2020,64 B,(3 B),62 B,647787.96
12M 2021,110 B,(4 B),105 B,1109091.92
12M 2022,89 B,(40 B),50 B,4.13
12M 2023,17 B,(161 B),(144 B),-12.01
12M 2024,114 B,(129 B),(14 B),-1.18
