Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2019,2 B,,2 B,367662.80
12M 2020,(3 B),,(3 B),-0.82
12M 2021,(15 B),(58 B),(73 B),-15.76
12M 2022,10 B,(20 B),(10 B),-2.14
12M 2023,(2 B),,(2 B),-0.47
