Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2019,0.06,0.01,0.0,2.03,0.0,0.0,-0.0,0.0,1.03
12M 2020,2.95,0.28,0.0,1.03,0.0,0.0,-0.0,0.0,0.01
12M 2021,20.11,19.17,0.0,1.02,0.0,0.0,-0.08,0.0,0.02
12M 2022,13.25,12.89,0.0,1.03,0.0,0.0,-0.01,0.0,0.03
12M 2023,10.95,10.12,0.03,1.05,0.0,0.0,0.02,0.03,0.05
